"ACTIVITY_ID","CASE_NUMBER","PRIORITY_CODE","PRIORITY_DESC","FISCAL_YEAR"
"1800023811","01-2009-2521","1193","WW - SW MS4 inspection","2010"
"1800023813","01-2009-2522","1140","WW - SW MS4 inspection","2009"
"1800023813","01-2009-2522","1193","WW - SW MS4 inspection","2010"
"1800028399","01-2009-2539","1137","WW - SW Industrial Construction","2009"
"1400016901","01-2009-7005","1021","Region 01 - Lead Poisoning","2009"
"1800038896","01-2010-1000","1149","Air Toxics - Surface Coating","2010"
"1800038896","01-2010-1000","1177","NSR/PSD - Other Priority NSR Sectors","2010"
"1800038896","01-2010-1000","1410","Air Toxics - Excess Emissions","2011"
"1800038952","01-2010-1001","1564","Air Toxics - LDAR","2013"
"1800038955","01-2010-1002","1410","Air Toxics - Excess Emissions","2011"
"1800071479","01-2010-1501","906","Region 01 - Marina/Boatbuilding Sector","2008"
"1800071479","01-2010-1501","1149","Air Toxics - Surface Coating","2010"
"1800071479","01-2010-1501","1410","Air Toxics - Excess Emissions","2011"
"1800039109","01-2010-2000","1195","WW - SW Ready-mix/sand & gravel (not in Top 7)","2010"
"1800039150","01-2010-2003","1184","WW - Combined Sewer Overflows (CSOs)","2010"
"1800039150","01-2010-2003","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1800039211","01-2010-2005","1185","WW - CSOs >= 50K serv. pop'n.","2010"
"1800039211","01-2010-2005","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1800039214","01-2010-2006","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1800039610","01-2010-2012","1328","Region 01 - Wet Weather","2011"
"1800064998","01-2010-2022","1191","WW - SW Industrial Non-Construction","2010"
"1800064998","01-2010-2022","1328","Region 01 - Wet Weather","2011"
"1800064998","01-2010-2022","1592","Region 01 - Wet Weather","2013"
"1800072480","01-2010-2026","1187","WW - SW Big Box Store Construction (not in Top 6)","2010"
"1800072485","01-2010-2027","1189","WW - SW homebuilder construction (not in Top 100)","2010"
"1800072485","01-2010-2027","1328","Region 01 - Wet Weather","2011"
"1800093150","01-2010-2040","1190","WW - SW Industrial Construction","2010"
"1800093150","01-2010-2040","1328","Region 01 - Wet Weather","2011"
"1800093279","01-2010-2043","1191","WW - SW Industrial Non-Construction","2010"
"1800093279","01-2010-2043","1328","Region 01 - Wet Weather","2011"
"2200004080","01-2010-2056","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1800080040","01-2010-2333","1184","WW - Combined Sewer Overflows (CSOs)","2010"
"1800080040","01-2010-2333","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"1800080040","01-2010-2333","1193","WW - SW MS4 inspection","2010"
"1800080040","01-2010-2333","1312","WW - CSOs < 50K serv. pop'n.","2011"
"1800080040","01-2010-2333","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"1800080040","01-2010-2333","1416","WW - MS4s - Phase I","2011"
"2200003074","01-2010-2504","1189","WW - SW homebuilder construction (not in Top 100)","2010"
"2200022654","01-2011-1002","1317","Region 01 - Air Toxics","2011"
"2200022654","01-2011-1002","1410","Air Toxics - Excess Emissions","2011"
"2200022663","01-2011-1006","1317","Region 01 - Air Toxics","2011"
"2200022663","01-2011-1006","1410","Air Toxics - Excess Emissions","2011"
"2600013941","01-2011-1016","1410","Air Toxics - Excess Emissions","2011"
"2600024772","01-2011-1600","1410","Air Toxics - Excess Emissions","2011"
"2600024772","01-2011-1600","1688","Air Toxics - Excess Emissions","2014"
"2200022396","01-2011-2002","1328","Region 01 - Wet Weather","2011"
"2200022398","01-2011-2003","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"2200022413","01-2011-2009","1328","Region 01 - Wet Weather","2011"
"2200022416","01-2011-2010","1328","Region 01 - Wet Weather","2011"
"2200031802","01-2011-2013","1328","Region 01 - Wet Weather","2011"
"2200035602","01-2011-2020","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"2200035602","01-2011-2020","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2200035609","01-2011-2021","1186","WW - Sanitary Sewer Overflows (SSOs)","2010"
"2200035609","01-2011-2021","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"2600016798","01-2011-2037","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"2600024766","01-2011-2044","1417","WW - MS4s - Phase II","2011"
"2600025422","01-2011-2045","1328","Region 01 - Wet Weather","2011"
"2600037354","01-2011-2047","1328","Region 01 - Wet Weather","2011"
"2600037354","01-2011-2047","1417","WW - MS4s - Phase II","2011"
"2600050509","01-2011-2051","1417","WW - MS4s - Phase II","2011"
"2600050511","01-2011-2052","1315","WW - SSOs >= 10 mg/d and < 100 mg/d","2011"
"2600025871","01-2011-2300","1328","Region 01 - Wet Weather","2011"
"2600025874","01-2011-2302","1328","Region 01 - Wet Weather","2011"
"2200034729","01-2011-2501","1312","WW - CSOs < 50K serv. pop'n.","2011"
"2600052053","01-2011-2504","1417","WW - MS4s - Phase II","2011"
"2600052053","01-2011-2504","1452","WW - MS4s - Phase II","2012"
"2600055668","01-2011-2508","1417","WW - MS4s - Phase II","2011"
"2600055668","01-2011-2508","1452","WW - MS4s - Phase II","2012"
"2600055667","01-2011-2509","1417","WW - MS4s - Phase II","2011"
"2600055667","01-2011-2509","1452","WW - MS4s - Phase II","2012"
"2600055666","01-2011-2510","1417","WW - MS4s - Phase II","2011"
"2600055666","01-2011-2510","1452","WW - MS4s - Phase II","2012"
"2600054557","01-2011-2511","1417","WW - MS4s - Phase II","2011"
"2600054557","01-2011-2511","1452","WW - MS4s - Phase II","2012"
"2600054585","01-2011-2512","1417","WW - MS4s - Phase II","2011"
"2600054585","01-2011-2512","1452","WW - MS4s - Phase II","2012"
"2600058054","01-2011-2515","1417","WW - MS4s - Phase II","2011"
"2600058054","01-2011-2515","1452","WW - MS4s - Phase II","2012"
"2600058058","01-2011-2516","1417","WW - MS4s - Phase II","2011"
"2600058058","01-2011-2516","1452","WW - MS4s - Phase II","2012"
"2600058064","01-2011-2517","1417","WW - MS4s - Phase II","2011"
"2600058064","01-2011-2517","1452","WW - MS4s - Phase II","2012"
"2600058070","01-2011-2518","1417","WW - MS4s - Phase II","2011"
"2600058070","01-2011-2518","1452","WW - MS4s - Phase II","2012"
"2600059568","01-2011-2520","1417","WW - MS4s - Phase II","2011"
"2600059568","01-2011-2520","1452","WW - MS4s - Phase II","2012"
"2600059591","01-2011-2521","1417","WW - MS4s - Phase II","2011"
"2600066888","01-2011-2555","1160","(CA Only) - Tribal - Schools","2010"
"2600066787","01-2011-5555","1160","(CA Only) - Tribal - Schools","2010"
"2200022751","01-2011-7000","1324","Region 01 - Lead Poisoning","2011"
"3000015431","01-2012-0510","1458","Region 01 - Environmental Justice","2012"
"2600068605","01-2012-1000","1435","Air Toxics - Excess Emissions","2012"
"3000066743","01-2012-1001","1435","Air Toxics - Excess Emissions","2012"
"2600068621","01-2012-1002","1435","Air Toxics - Excess Emissions","2012"
"2600068621","01-2012-1002","1464","Region 01 - Ship/Boat yards","2012"
"2600068624","01-2012-1003","1435","Air Toxics - Excess Emissions","2012"
"2600068624","01-2012-1003","1464","Region 01 - Ship/Boat yards","2012"
"2600068631","01-2012-1006","1435","Air Toxics - Excess Emissions","2012"
"2600104495","01-2012-1013","1435","Air Toxics - Excess Emissions","2012"
"3000014284","01-2012-1016","1435","Air Toxics - Excess Emissions","2012"
"3000055083","01-2012-1017","1435","Air Toxics - Excess Emissions","2012"
"2600077483","01-2012-1712","1454","Region 01 - Accident Prevention","2012"
"2600092642","01-2012-1714","1454","Region 01 - Accident Prevention","2012"
"2600092642","01-2012-1714","1458","Region 01 - Environmental Justice","2012"
"2600092682","01-2012-1717","1454","Region 01 - Accident Prevention","2012"
"2600092682","01-2012-1717","1458","Region 01 - Environmental Justice","2012"
"2600104162","01-2012-1718","1454","Region 01 - Accident Prevention","2012"
"3000026051","01-2012-1725","1454","Region 01 - Accident Prevention","2012"
"2600069955","01-2012-2005","1452","WW - MS4s - Phase II","2012"
"2600069955","01-2012-2005","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2600069961","01-2012-2006","1450","WW - CSOs >= 50K serv. pop'n.","2012"
"2600069961","01-2012-2006","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2600069975","01-2012-2008","1458","Region 01 - Environmental Justice","2012"
"2600069993","01-2012-2010","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2600069993","01-2012-2010","1706","WW - SSOs >= 10 mg/d and < 100 mg/d","2014"
"2600070000","01-2012-2012","1465","Region 01 - Wet Weather","2012"
"2600070002","01-2012-2013","1465","Region 01 - Wet Weather","2012"
"2600070002","01-2012-2013","1592","Region 01 - Wet Weather","2013"
"2600077438","01-2012-2015","1460","Region 01 - Industrial Laundries","2012"
"2600077438","01-2012-2015","1587","Region 01 - Industrial Laundries","2013"
"2600077440","01-2012-2016","1465","Region 01 - Wet Weather","2012"
"2600077440","01-2012-2016","1592","Region 01 - Wet Weather","2013"
"2600092551","01-2012-2021","1465","Region 01 - Wet Weather","2012"
"2600104247","01-2012-2024","1452","WW - MS4s - Phase II","2012"
"2600104247","01-2012-2024","1465","Region 01 - Wet Weather","2012"
"2600104252","01-2012-2025","1452","WW - MS4s - Phase II","2012"
"2600104253","01-2012-2026","1452","WW - MS4s - Phase II","2012"
"2600104253","01-2012-2026","1465","Region 01 - Wet Weather","2012"
"2600104255","01-2012-2028","1452","WW - MS4s - Phase II","2012"
"2600104257","01-2012-2029","1452","WW - MS4s - Phase II","2012"
"2600104260","01-2012-2031","1450","WW - CSOs >= 50K serv. pop'n.","2012"
"2600104260","01-2012-2031","1465","Region 01 - Wet Weather","2012"
"2600104261","01-2012-2032","1449","WW - CSOs < 50K serv. pop'n.","2012"
"2600104261","01-2012-2032","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2600104266","01-2012-2033","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2600104267","01-2012-2034","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"2600104267","01-2012-2034","1580","WW - SSOs >= 10 mg/d and < 100 mg/d","2013"
"3000024918","01-2012-2039","1449","WW - CSOs < 50K serv. pop'n.","2012"
"3000024918","01-2012-2039","1452","WW - MS4s - Phase II","2012"
"3000024918","01-2012-2039","1453","WW - SSOs >= 10 mg/d and < 100 mg/d","2012"
"3000024918","01-2012-2039","1914","WW - CSOs < 50K serv. pop'n.","2015"
"3000024918","01-2012-2039","1917","WW - MS4s - Phase II","2015"
"3000024918","01-2012-2039","1918","WW - SSOs >= 10 mg/d and < 100 mg/d","2015"
"2600070372","01-2012-2501","1452","WW - MS4s - Phase II","2012"
"2600070384","01-2012-2502","1452","WW - MS4s - Phase II","2012"
"2600070390","01-2012-2503","1452","WW - MS4s - Phase II","2012"
"2600070397","01-2012-2504","1452","WW - MS4s - Phase II","2012"
"2600070401","01-2012-2505","1452","WW - MS4s - Phase II","2012"
"2600070403","01-2012-2506","1452","WW - MS4s - Phase II","2012"
"2600079130","01-2012-2507","1452","WW - MS4s - Phase II","2012"
"2600094107","01-2012-2508","1417","WW - MS4s - Phase II","2011"
"2600094107","01-2012-2508","1452","WW - MS4s - Phase II","2012"
"2600104531","01-2012-2509","1452","WW - MS4s - Phase II","2012"
"2600104543","01-2012-2510","1452","WW - MS4s - Phase II","2012"
"3000002183","01-2012-2511","1452","WW - MS4s - Phase II","2012"
"3000026487","01-2012-2515","1452","WW - MS4s - Phase II","2012"
"2600070081","01-2012-3006","1454","Region 01 - Accident Prevention","2012"
"3000055026","01-2012-3028","1454","Region 01 - Accident Prevention","2012"
"3000048266","01-2012-3501","1454","Region 01 - Accident Prevention","2012"
"2600068115","01-2012-5201","905","Region 01 - Lead Paint Poisoning","2008"
"2600070214","01-2012-7016","1461","Region 01 - Lead Poisoning","2012"
"2600070217","01-2012-7018","1461","Region 01 - Lead Poisoning","2012"
"2600077568","01-2012-7021","1461","Region 01 - Lead Poisoning","2012"
"3400154739","01-2013-0516","1585","Region 01 - Environmental Justice","2013"
"3400153277","01-2013-0525","1590","Region 01 - Pollution Prevention & Resource Conservation","2013"
"3000076862","01-2013-1020","1562","Air Toxics - Excess Emissions","2013"
"3000076862","01-2013-1020","1591","Region 01 - Ship/Boat yards","2013"
"3000076936","01-2013-1023","1464","Region 01 - Ship/Boat yards","2012"
"3000076936","01-2013-1023","1562","Air Toxics - Excess Emissions","2013"
"3000076940","01-2013-1025","1562","Air Toxics - Excess Emissions","2013"
"3000076940","01-2013-1025","1591","Region 01 - Ship/Boat yards","2013"
"3000076968","01-2013-1031","1562","Air Toxics - Excess Emissions","2013"
"3000076968","01-2013-1031","1591","Region 01 - Ship/Boat yards","2013"
"3000076986","01-2013-1032","1569","NSR/PSD - Cement","2013"
"3400038799","01-2013-1034","1582","Region 01 - Air Toxics","2013"
"3400165876","01-2013-1503","1562","Air Toxics - Excess Emissions","2013"
"3400062938","01-2013-1709","1581","Region 01 - Accident Prevention","2013"
"3400062945","01-2013-1713","1581","Region 01 - Accident Prevention","2013"
"3400062952","01-2013-1714","1581","Region 01 - Accident Prevention","2013"
"3400062953","01-2013-1715","1581","Region 01 - Accident Prevention","2013"
"3400062954","01-2013-1716","1581","Region 01 - Accident Prevention","2013"
"3400151411","01-2013-1860","1581","Region 01 - Accident Prevention","2013"
"3400151418","01-2013-1861","1581","Region 01 - Accident Prevention","2013"
"3000076650","01-2013-2003","1579","WW - MS4s - Phase II","2013"
"3000076653","01-2013-2004","1580","WW - SSOs >= 10 mg/d and < 100 mg/d","2013"
"3000076655","01-2013-2005","1592","Region 01 - Wet Weather","2013"
"3000076659","01-2013-2007","1579","WW - MS4s - Phase II","2013"
"3000076659","01-2013-2007","1917","WW - MS4s - Phase II","2015"
"3400038200","01-2013-2014","1592","Region 01 - Wet Weather","2013"
"3400059165","01-2013-2020","1592","Region 01 - Wet Weather","2013"
"3400059167","01-2013-2021","1592","Region 01 - Wet Weather","2013"
"3400059340","01-2013-2022","1592","Region 01 - Wet Weather","2013"
"3400131672","01-2013-2036","1579","WW - MS4s - Phase II","2013"
"3400131672","01-2013-2036","1580","WW - SSOs >= 10 mg/d and < 100 mg/d","2013"
"3400131672","01-2013-2036","1592","Region 01 - Wet Weather","2013"
"3400131672","01-2013-2036","1917","WW - MS4s - Phase II","2015"
"3400131672","01-2013-2036","1918","WW - SSOs >= 10 mg/d and < 100 mg/d","2015"
"3400131678","01-2013-2037","1576","WW - CSOs < 50K serv. pop'n.","2013"
"3400131678","01-2013-2037","1580","WW - SSOs >= 10 mg/d and < 100 mg/d","2013"
"3400131678","01-2013-2037","1592","Region 01 - Wet Weather","2013"
"3400131678","01-2013-2037","2011","WW - CSOs >= 50K serv. pop'n.","2016"
"3400131678","01-2013-2037","2014","WW - SSOs >= 10 mg/d and < 100 mg/d","2016"
"3000075571","01-2013-5003","1585","Region 01 - Environmental Justice","2013"
"3000076891","01-2013-7000","1588","Region 01 - Lead Poisoning","2013"
"3000076903","01-2013-7003","1588","Region 01 - Lead Poisoning","2013"
"3400132683","01-2013-7020","1588","Region 01 - Lead Poisoning","2013"
"3400161220","01-2013-7501","1588","Region 01 - Lead Poisoning","2013"
"3400171107","01-2014-1001","1688","Air Toxics - Excess Emissions","2014"
"3400171112","01-2014-1003","1688","Air Toxics - Excess Emissions","2014"
"3400171113","01-2014-1004","1688","Air Toxics - Excess Emissions","2014"
"3400171114","01-2014-1005","1688","Air Toxics - Excess Emissions","2014"
"3400171114","01-2014-1005","1713","Region 01 - Industrial Laundries","2014"
"3400171122","01-2014-1009","1688","Air Toxics - Excess Emissions","2014"
"3400171246","01-2014-1010","1688","Air Toxics - Excess Emissions","2014"
"3400171246","01-2014-1010","1713","Region 01 - Industrial Laundries","2014"
"3400171253","01-2014-1011","1688","Air Toxics - Excess Emissions","2014"
"3400171253","01-2014-1011","1713","Region 01 - Industrial Laundries","2014"
"3400171259","01-2014-1012","1688","Air Toxics - Excess Emissions","2014"
"3400171259","01-2014-1012","1713","Region 01 - Industrial Laundries","2014"
"3400171263","01-2014-1013","1688","Air Toxics - Excess Emissions","2014"
"3400171263","01-2014-1013","1713","Region 01 - Industrial Laundries","2014"
"3400171422","01-2014-1016","1688","Air Toxics - Excess Emissions","2014"
"3400171436","01-2014-1018","1688","Air Toxics - Excess Emissions","2014"
"3400171443","01-2014-1019","1716","Region 01 - Pollution Prevention & Resource Conservation","2014"
"3400171478","01-2014-1020","1688","Air Toxics - Excess Emissions","2014"
"3400171488","01-2014-1022","1688","Air Toxics - Excess Emissions","2014"
"3400221535","01-2014-1501","1707","Region 01 - Accident Prevention","2014"
"3400230084","01-2014-1502","1688","Air Toxics - Excess Emissions","2014"
"3400230085","01-2014-1503","1688","Air Toxics - Excess Emissions","2014"
