"ACTIVITY_ID","CASE_NUMBER","ACTIVITY_STATUS_DATE","ACTIVITY_TYPE_CODE","ACTIVITY_TYPE_DESC"
"47525","07-2002-0062",,"CMD","Case File"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"93714","01-2003-9012","01/26/2003","SFD","Voluntary Disclosure"
"93713","04-2003-9977","02/10/2003","SFD","Voluntary Disclosure"
"47588","07-2002-0132",,"CMD","Case File"
"47278","07-2001-0126",,"CMD","Case File"
"47247","07-2001-0094",,"CMD","Case File"
"47319","07-2001-0169",,"CMD","Case File"
"96154","08-2003-0071",,"CMD","Case File"
"96154","08-2003-0071",,"CMD","Case File"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"51247","08-1999-0124",,"INS","Inspection/Evaluation"
"47225","07-2001-0072",,"CMD","Case File"
"56076","10-2000-0211",,"JDC","Judicial"
"56077","10-2000-0212",,"JDC","Judicial"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"47350","07-2001-0201",,"CMD","Case File"
"47530","07-2002-0067",,"CMD","Case File"
"47487","07-2002-0021",,"CMD","Case File"
"47488","07-2002-0022",,"CMD","Case File"
"47385","07-2001-0237",,"CMD","Case File"
"152213","08-2005-0120","04/20/2006","AFR","Administrative - Formal"
"51150","08-1999-0026",,"INS","Inspection/Evaluation"
"51880","08-2001-0170","02/12/2001","AIF","Administrative - Informal"
"600077397","10-2005-0250",,"AFR","Administrative - Formal"
"51289","08-1999-0166",,"INS","Inspection/Evaluation"
"56159","10-2001-0059",,"AFR","Administrative - Formal"
"55584","10-1998-0124",,"JDC","Judicial"
"85006","08-2002-0091","04/08/2002","AIF","Administrative - Informal"
"85006","08-2002-0091","04/08/2002","AIF","Administrative - Informal"
"127663","08-2004-0182",,"AFR","Administrative - Formal"
"47379","07-2001-0231",,"CMD","Case File"
"47522","07-2002-0059",,"CMD","Case File"
"47556","07-2002-0095",,"CMD","Case File"
"47517","07-2002-0054",,"CMD","Case File"
"51210","08-1999-0087",,"INS","Inspection/Evaluation"
"602","01-1997-0044","11/25/2002","SFD","Voluntary Disclosure"
"89366","06-2003-1108","04/30/2004","AFR","Administrative - Formal"
"94519","04-2002-9958","03/14/2003","SFD","Voluntary Disclosure"
"57767","HQ-2000-0108","04/05/2005","AFR","Administrative - Formal"
"86026","04-2002-4516",,"AFR","Administrative - Formal"
"93730","04-2002-9956","02/10/2003","SFD","Voluntary Disclosure"
"91722","06-2003-1118","09/21/2004","AFR","Administrative - Formal"
"47529","07-2002-0066",,"CMD","Case File"
"47526","07-2002-0063",,"CMD","Case File"
"83875","07-2002-0178",,"CMD","Case File"
"47504","07-2002-0040",,"CMD","Case File"
"47582","07-2002-0121",,"CMD","Case File"
"47587","07-2002-0131",,"CMD","Case File"
"47484","07-2002-0018",,"CMD","Case File"
"90376","06-2002-1617","09/20/2001","INS","Inspection/Evaluation"
"90376","06-2002-1617","09/20/2001","INS","Inspection/Evaluation"
"86453","06-2002-1976",,"AFR","Administrative - Formal"
"86471","06-2002-1971",,"AFR","Administrative - Formal"
"94054","04-2002-9029","02/27/2003","SFD","Voluntary Disclosure"
"58084","HQ-2001-0585","04/03/2002","SFD","Voluntary Disclosure"
"58261","HQ-2002-0606","04/03/2002","SFD","Voluntary Disclosure"
"95512","01-2003-9066","03/11/2003","SFD","Voluntary Disclosure"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"93700","04-2002-9960",,"CMD","Case File"
"23133","04-1999-0243",,"AFR","Administrative - Formal"
"95912","HQ-2003-5053","04/30/2003","SFD","Voluntary Disclosure"
"85108","08-2002-0093","09/06/2001","AIF","Administrative - Informal"
"99807","05-2003-0059",,"CMD","Case File"
"120532","01-2004-9038","05/11/2004","SFD","Voluntary Disclosure"
"47558","07-2002-0097",,"CMD","Case File"
"47518","07-2002-0055",,"CMD","Case File"
"47544","07-2002-0083",,"CMD","Case File"
"47553","07-2002-0092",,"CMD","Case File"
"94047","02-2002-0827","04/04/2003","AFR","Administrative - Formal"
"89291","06-2003-1101","10/14/2004","AFR","Administrative - Formal"
"58259","HQ-2002-0604","01/11/2002","SFD","Voluntary Disclosure"
"58260","HQ-2002-0605","01/11/2002","SFD","Voluntary Disclosure"
"87088","WF-2002-1000","10/16/2002","SFD","Voluntary Disclosure"
"85176","06-2002-4175","08/20/2003","SFD","Voluntary Disclosure"
"93774","01-2003-9020","03/17/2010","SFD","Voluntary Disclosure"
"50383","08-1995-0236",,"JDC","Judicial"
"86945","04-2002-9021",,"CMD","Case File"
"47552","07-2002-0091",,"CMD","Case File"
"95912","HQ-2003-5053","01/15/2004","SFD","Voluntary Disclosure"
"24478","04-2001-0763",,"AFR","Administrative - Formal"
"24382","04-2001-0145",,"AFR","Administrative - Formal"
"24767","04-2002-0754",,"AFR","Administrative - Formal"
"93554","04-2002-9980",,"CMD","Case File"
"93542","04-2002-9955",,"CMD","Case File"
"93716","04-2002-9983",,"CMD","Case File"
"94449","01-2003-9051","11/25/2002","SFD","Voluntary Disclosure"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"23229","04-1999-0355",,"AFR","Administrative - Formal"
"106271","05-2004-5983",,"CMD","Case File"
"47319","07-2001-0169",,"CMD","Case File"
"87048","06-2002-1157","02/20/2003","AFR","Administrative - Formal"
"94004","01-2003-9033","03/06/2003","SFD","Voluntary Disclosure"
"94325","01-2003-9042","01/16/2003","SFD","Voluntary Disclosure"
"102454","01-2003-9106","07/22/2003","SFD","Voluntary Disclosure"
"94457","01-2003-9055","12/13/2002","SFD","Voluntary Disclosure"
"93805","04-2002-9501","02/10/2003","SFD","Voluntary Disclosure"
"94348","01-2003-9045","07/12/2002","SFD","Voluntary Disclosure"
"93819","04-2003-4002","02/20/2003","SFD","Voluntary Disclosure"
"107542","03-2004-0031",,"AFR","Administrative - Formal"
"107126","03-2004-0015",,"AFR","Administrative - Formal"
"87964","HQ-2002-0010","06/26/2003","SFD","Voluntary Disclosure"
"88599","HQ-2002-5051","02/26/2002","SFD","Voluntary Disclosure"
"87802","WF-2002-3000","09/16/2002","SFD","Voluntary Disclosure"
"95976","04-2003-4796",,"CMD","Case File"
"93865","01-2003-9024","01/16/2003","SFD","Voluntary Disclosure"
"93800","04-2002-9986","02/27/2003","SFD","Voluntary Disclosure"
"47040","07-2000-0584",,"CMD","Case File"
"166172","08-2006-0024",,"AFR","Administrative - Formal"
"88901","07-2003-0017",,"CMD","Case File"
"88901","07-2003-0017",,"CMD","Case File"
"88678","07-2003-0004",,"CMD","Case File"
"88788","07-2003-0014",,"CMD","Case File"
"107258","03-2004-0027","03/19/2004","AFR","Administrative - Formal"
"51714","08-2001-0003","10/16/2002","INS","Inspection/Evaluation"
"85959","06-2002-1148","12/27/2002","AIF","Administrative - Informal"
"85986","04-2002-4753",,"AFR","Administrative - Formal"
"114669","05-2004-0038",,"CMD","Case File"
"91669","06-2003-1848",,"AFR","Administrative - Formal"
"90839","06-2003-1115","08/11/2003","AFR","Administrative - Formal"
"89327","06-2003-1103","04/30/2004","AFR","Administrative - Formal"
"89327","06-2003-1103","04/30/2004","AFR","Administrative - Formal"
"88903","07-2003-0019",,"CMD","Case File"
"88902","07-2003-0018",,"CMD","Case File"
"88997","07-2003-0021",,"CMD","Case File"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"85970","WF-2002-0003","10/23/2003","SFD","Voluntary Disclosure"
"47585","07-2002-0129",,"CMD","Case File"
"84642","07-2002-0209",,"CMD","Case File"
"47447","07-2001-0301",,"CMD","Case File"
"47474","07-2002-0008",,"CMD","Case File"
"47551","07-2002-0090",,"CMD","Case File"
"47344","07-2001-0195",,"CMD","Case File"
"89792","04-2003-5757",,"AFR","Administrative - Formal"
"47581","07-2002-0120",,"CMD","Case File"
"83897","07-2002-0181",,"CMD","Case File"
"47514","07-2002-0051",,"CMD","Case File"
"47447","07-2001-0301",,"CMD","Case File"
"47528","07-2002-0065",,"CMD","Case File"
"47515","07-2002-0052",,"CMD","Case File"
"47515","07-2002-0052",,"CMD","Case File"
"47506","07-2002-0042",,"CMD","Case File"
"157355","08-2005-0187",,"AFR","Administrative - Formal"
"107546","03-2004-0032",,"AFR","Administrative - Formal"
"107098","03-2004-0017",,"AFR","Administrative - Formal"
"47600","07-2002-0144",,"CMD","Case File"
"47600","07-2002-0144",,"CMD","Case File"
"47578","07-2002-0117",,"CMD","Case File"
"83885","07-2002-0179",,"CMD","Case File"
"47580","07-2002-0119",,"CMD","Case File"
"47612","07-2002-0156",,"CMD","Case File"
"47608","07-2002-0152",,"CMD","Case File"
"83871","07-2002-0177",,"CMD","Case File"
"47609","07-2002-0153",,"CMD","Case File"
"24357","04-2001-0118",,"AFR","Administrative - Formal"
"105749","01-2003-9170","01/06/2003","SFD","Voluntary Disclosure"
"87887","WF-2002-3004","09/30/2002","SFD","Voluntary Disclosure"
"49022","08-1992-0034",,"INS","Inspection/Evaluation"
"104310","06-2003-0033","06/06/2003","CMD","Case File"
"56465","10-2002-0111",,"AFR","Administrative - Formal"
"47590","07-2002-0134",,"CMD","Case File"
"47318","07-2001-0168",,"CMD","Case File"
"85702","07-2002-0243",,"CMD","Case File"
"85962","WF-2002-0002","09/10/2004","SFD","Voluntary Disclosure"
"47223","07-2001-0070",,"CMD","Case File"
"94479","01-2003-9056","11/04/2002","SFD","Voluntary Disclosure"
"94422","01-2003-9048","03/28/2003","SFD","Voluntary Disclosure"
"94455","01-2003-9054","12/13/2002","SFD","Voluntary Disclosure"
"169910","05-2006-0045","03/13/2003","AFR","Administrative - Formal"
"93794","04-2002-9962","02/25/2003","SFD","Voluntary Disclosure"
"48631","08-1990-0096","03/30/2000","AIF","Administrative - Informal"
"86366","05-2002-1015","05/23/2002","AIF","Administrative - Informal"
"93736","01-2003-9013","11/17/2002","SFD","Voluntary Disclosure"
"93769","01-2003-9018","12/03/2002","SFD","Voluntary Disclosure"
"102433","01-2003-9086","06/10/2003","SFD","Voluntary Disclosure"
"85363","07-2002-0227",,"CMD","Case File"
"87831","EF-2002-3004","08/14/2002","SFD","Voluntary Disclosure"
"57814","HQ-2000-0173","10/29/2002","SFD","Voluntary Disclosure"
"87870","EF-2002-3002","10/29/2002","SFD","Voluntary Disclosure"
"87905","EF-2002-3010","02/06/2003","SFD","Voluntary Disclosure"
"87277","EF-2002-3001","07/17/2002","SFD","Voluntary Disclosure"
"88214","WF-2002-1006","11/01/2002","SFD","Voluntary Disclosure"
"93897","01-2003-9030","03/06/2003","SFD","Voluntary Disclosure"
"93763","01-2003-9016","12/03/2002","SFD","Voluntary Disclosure"
"95510","01-2003-9064","03/20/2003","SFD","Voluntary Disclosure"
"87804","WF-2002-3001","12/16/2002","SFD","Voluntary Disclosure"
"87869","WF-2002-3003","01/28/2004","SFD","Voluntary Disclosure"
"88058","WF-2002-1005","11/10/2003","SFD","Voluntary Disclosure"
"109734","08-2004-0036",,"AFR","Administrative - Formal"
"92499","06-2003-1906","01/23/2003","INS","Inspection/Evaluation"
"87708","EF-2002-2000","11/07/2002","SFD","Voluntary Disclosure"
"2600035346","05-2011-1021",,"JDC","Judicial"
"89948","WF-2003-0001","08/08/2005","AFR","Administrative - Formal"
"22703","04-1998-0348",,"JDC","Judicial"
"100634","05-2003-0062","03/12/2003","AFR","Administrative - Formal"
"24127","04-2000-0827",,"JDC","Judicial"
"24150","04-2000-0850",,"JDC","Judicial"
"101312","04-2003-0503",,"AFR","Administrative - Formal"
"85108","08-2002-0093",,"AFR","Administrative - Formal"
"90376","06-2002-1617","09/20/2001","INS","Inspection/Evaluation"
"90376","06-2002-1617","09/20/2001","INS","Inspection/Evaluation"
"90376","06-2002-1617","09/20/2001","INS","Inspection/Evaluation"
"86787","05-2002-2030",,"CMD","Case File"
"84763","08-2002-0089",,"AFR","Administrative - Formal"
"131346","08-2004-0197",,"AFR","Administrative - Formal"
"83899","03-2002-0208","09/27/2002","SFD","Voluntary Disclosure"
"90376","06-2002-1617","09/20/2002","INS","Inspection/Evaluation"
"89063","08-2003-0023",,"INS","Inspection/Evaluation"
"47505","07-2002-0041",,"CMD","Case File"
"47529","07-2002-0066",,"CMD","Case File"
"47183","07-2001-0029",,"CMD","Case File"
"47226","07-2001-0073",,"CMD","Case File"
"138106","08-2003-0225","09/24/2003","AIF","Administrative - Informal"
"47584","07-2002-0128",,"CMD","Case File"
"47583","07-2002-0122",,"CMD","Case File"
"47516","07-2002-0053",,"CMD","Case File"
"108856","03-2004-0070",,"AFR","Administrative - Formal"
"88634","08-2003-0003",,"INC","Incident"
"85815","10-2002-0129",,"CMD","Case File"
"94073","04-2003-9505","12/12/2002","SFD","Voluntary Disclosure"
"93776","01-2003-9021","12/03/2002","SFD","Voluntary Disclosure"
"93228","06-2003-0501","02/13/2001","INS","Inspection/Evaluation"
"94332","01-2003-9044","07/24/2002","SFD","Voluntary Disclosure"
"93882","01-2003-9028","02/19/2003","SFD","Voluntary Disclosure"
"93875","01-2003-9026","10/25/2002","SFD","Voluntary Disclosure"
"47034","07-2000-0578",,"CMD","Case File"
"47611","07-2002-0155",,"CMD","Case File"
"3000030726","06-2012-1829",,"AFR","Administrative - Formal"
"3000030726","06-2012-1829",,"AFR","Administrative - Formal"
"3000030726","06-2012-1829",,"AFR","Administrative - Formal"
"3400092030","06-2013-1793",,"AFR","Administrative - Formal"
"3600116521","10-2014-9137",,"AFR","Administrative - Formal"
"3400228777","06-2014-1754",,"AFR","Administrative - Formal"
"3400228777","06-2014-1754",,"AFR","Administrative - Formal"
"3400293360","06-2014-1832",,"AFR","Administrative - Formal"
"3600150543","06-2015-1724",,"AFR","Administrative - Formal"
"3600113536","06-2015-1754",,"AFR","Administrative - Formal"
"3600118925","06-2015-1777",,"AFR","Administrative - Formal"
"3600113446","06-2015-1729",,"AFR","Administrative - Formal"
"3600025064","10-2015-0045",,"AFR","Administrative - Formal"
"32286","05-2000-0255","02/11/2013","AIF","Administrative - Informal"
"32286","05-2000-0255","02/11/2013","AIF","Administrative - Informal"
"32286","05-2000-0255","02/11/2013","AIF","Administrative - Informal"
"32286","05-2000-0255","02/11/2013","AIF","Administrative - Informal"
"3600100017","05-2015-9908","02/11/2013","AIF","Administrative - Informal"
"3600100017","05-2015-9908","02/11/2013","AIF","Administrative - Informal"
"3600100017","05-2015-9908","02/11/2013","AIF","Administrative - Informal"
"3600100017","05-2015-9908","02/11/2013","AIF","Administrative - Informal"
"3400229245","06-2014-1778",,"AFR","Administrative - Formal"
"3400293081","06-2014-0909","05/15/2014","AIF","Administrative - Informal"
"3600113483","06-2015-1730",,"AFR","Administrative - Formal"
"3600113483","06-2015-1730",,"AFR","Administrative - Formal"
"3400261360","06-2014-1731","09/26/2014","AIF","Administrative - Informal"
"3400261360","06-2014-1731","09/26/2014","AIF","Administrative - Informal"
"3600005617","06-2015-0901","05/15/2014","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"3600155323","06-2015-3401","08/14/2012","AIF","Administrative - Informal"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"2200017323","06-2010-3406","09/29/2010","JDC","Judicial"
"3602485748","04-2020-0316",,"AFR","Administrative - Formal"
"3602485748","04-2020-0316",,"AFR","Administrative - Formal"
"3600955486","05-2017-9904","06/27/2014","AIF","Administrative - Informal"
"3600117448","06-2015-0917",,"AIF","Administrative - Informal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"85651","10-2002-0145",,"AFR","Administrative - Formal"
"3600113249","06-2015-1728",,"AFR","Administrative - Formal"
"3600113249","06-2015-1728",,"AFR","Administrative - Formal"
