"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","COMP_ACTION_ID","ENVIRONMENTAL_IMPACT_ID","SEP_ID","POLLUTANT_CODE","POLLUTANT_NAME","AVERAGE_ANNUAL_VALUE","POLLUTANT_UNIT_CODE","MEDIA_CODE","MEDIA_DESC","SEP_OR_COMP_FLAG"
"1800096377","05-2010-0065","1800020842","2600821425","1800012616",,"6727",,"5234","lbs","LAN","Land","C"
"1800096383","06-2010-1843","2200001758","2600822309","2200001471",,"2817",,"1500","lbs","SWT","Water (navigable/surface)","C"
"1800097036","03-2010-0107","1800020957","2600821596","1800012697",,"6583",,"12000","gal","LAN","Land","C"
"1800097057","04-2010-2702","1800020962","2600821597","1800012700",,"7658",,"0","MFHU","HUS","Housing","C"
"1800097916","10-2010-0152","1800021678","2600821411","1800013333",,"10454",,"68456","PNDSYR","SWT","Water (navigable/surface)","C"
"1800098542","10-2010-0154","3400006915","3400005234","3400003791",,"10486",,"457799","lbs","SWT","Water (navigable/surface)","C"
"1800098542","10-2010-0154","3400006915","3400005233","3400003790",,"7776",,"0","DOL","SWT","Water (navigable/surface)","C"
"1800098542","10-2010-0154","3400006915","3400005235","3400003799",,"10486",,"228581","lbs","SWT","Water (navigable/surface)","C"
"1800098542","10-2010-0154","3600500168","3600084347","3600067832",,"10902",,".01","lbs","SWT","Water (navigable/surface)","C"
"1800098877","09-2010-5054","3000009691","3000010689","3000007490",,"6614",,"3210","lbs","LAN","Land","C"
"1800098877","09-2010-5054","3000009691","3000010689","3000007490",,"6614",,"3210","lbs","LAN","Land","C"
"1800099696","10-2010-0157","1800021181","2600821622","1800012874",,"10292",,"4000","gal","LAN","Land","C"
"1800100117","07-2010-0206","1800021208","2600821473","1800012903",,"905",,"70732","PNDSYR","SWT","Water (navigable/surface)","C"
"1800100124","07-2010-0205","1800021209","2600821427","1800012911",,"2817",,"3890","PNDSYR","SWT","Water (navigable/surface)","C"
"1800100136","07-2010-0204","1800021210","2600821492","1800012917",,"2817",,"586","PNDSYR","SWT","Water (navigable/surface)","C"
"1800100647","10-2010-0166","1800021540","2600821417","1800013218",,"10486",,"4937","PNDSYR","SWT","Water (navigable/surface)","C"
"1800101713","02-2010-3027","1800021293","2600821623","1800013013",,"467",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"1800101836","03-2010-0253","1800021301","2600821636","1800013023",,"6614",,"230","gal","LAN","Land","C"
"1800102067","02-2010-3038","1800021313","2600821528","1800013034",,"2215",,"4","lbs","SWT","Water (navigable/surface)","C"
"1800102072","02-2010-3034","1800021314","2600821561","1800013037",,"2215",,"42","lbs","SWT","Water (navigable/surface)","C"
"1800102509","10-2010-0167","3400004036","3400002947","3400002204",,"10107",,"1633","lbs","SWT","Water (navigable/surface)","C"
"1800104513","06-2010-4339","1800021534","2600821410","1800013212",,"11681",,"18875","gal","SWT","Water (navigable/surface)","C"
"1800104590","06-2010-4851","1800021537","2600821416","1800013214",,"11681",,"7000","Gals","SWT","Water (navigable/surface)","C"
"1800105266","05-2010-0341","1800022318","2600821717","1800013725",,"10486",,"103206","PNDSYR","SWT","Water (navigable/surface)","C"
"1800106475","EF-2010-0002","1800021686","2600821444","1800013350",,"10193",,"1031","PNDSYR","AIR","Air","C"
"1800106524","04-2010-4004","1800021694","2600821445","1800013352",,"12291",,"55","gal","LAN","Land","C"
"1800108072","02-2010-3314","2200003282","2600822161","2200002721",,"12196",,"518","lbs","SWT","Water (navigable/surface)","C"
"1800108260","02-2010-3035","1800021900","2600821797","1800013512",,"12196",,"7180","PNDSYR","SWT","Water (navigable/surface)","C"
"1800109117","03-2010-0261","1800022015","2600821447","1800013553",,"10001",,"910","lbs","LAN","Land","C"
"1800109749","10-2010-0190","1800022107","2600821694","1800013596",,"10292",,"2300","gal","LAN","Land","C"
"1800110199","08-2010-0113","1800022150","2600822405","2200001272",,"7656",,".1","ACRS","WTL","Water (wetlands)","C"
"1800110366","02-2010-3302","1800022194","2600821801","1800013665",,"6613",,"36068","PNDSYR","SWT","Water (navigable/surface)","C"
"1800110749","07-2010-0237","1800022234","2600821753","1800013694",,"6614",,"1045","gal","LAN","Land","C"
"1800110776","04-2010-2906","1800022239","2600821783","1800013697",,"10371",,"50","lbs","LAN","Land","C"
"1800111119","07-2010-0241","1800022320","2600821702","1800013733",,"10486",,"205","PNDSYR","SWT","Water (navigable/surface)","C"
"1800111706","02-2010-3043","1800022380","2600821745","1800013780",,"360",,"14","lbs","SWT","Water (navigable/surface)","C"
"1800112145","05-2010-4720","1800022416","2600821420","1800013817",,"10489",,"0","PPL","DWT","Water (drinking)","C"
"1800112178","05-2010-0310","1800022420","2600821377","1800013826",,"10178",,"570","PNDSYR","SWT","Water (navigable/surface)","C"
"1800112197","05-2010-0313","1800022423","2600821379","1800013834",,"10486",,"64","PNDSYR","SWT","Water (navigable/surface)","C"
"1800112197","05-2010-0313","1800022423","2600821379","1800013836",,"905",,"153","PNDSYR","SWT","Water (navigable/surface)","C"
"1800112428","01-2010-2046","2200000201","2600822569","2200000129",,"7656",,"350","LFT","SWT","Water (navigable/surface)","C"
"1800113392","06-2010-1889","2200000321","2600822637","2200000280",,"10486",,"5100","lbs","SWT","Water (navigable/surface)","C"
"1800115148","06-2010-1734","1800022650","2600821545","1800014217",,"10486",,"104000","lbs","SWT","Water (navigable/surface)","C"
"1800117262","06-2010-2716","1800022787","2600821687","1800014137",,"6580",,".2","ACRS","WTL","Water (wetlands)","C"
"1800117663","04-2010-5019","1800022821","2600821686","1800014134",,"3256",,"100","Gals","SWT","Water (navigable/surface)","C"
"1800117709","10-2010-0228","1800023142","2600822398","2200001116",,"10178",,"17520","PNDSYR","SWT","Water (navigable/surface)","C"
"1800117718","02-2010-3045","1800022826","2600821650","1800014139",,"2817",,"1273","PNDSYR","SWT","Water (navigable/surface)","C"
"1800119480","02-2010-3040","1800023013","2600821784","1800014253",,"375",,"4310","PNDSYR","SWT","Water (navigable/surface)","C"
"1800120521","07-2010-0304","1800023119","2600821434","1800014360",,"2817",,"1565","PNDSYR","SWT","Water (navigable/surface)","C"
"1800120539","07-2010-0306","1800023121","2600821435","1800014369",,"10486",,"83946","PNDSYR","SWT","Water (navigable/surface)","C"
"1800120647","06-2010-4351","1800023130","2600821415","1800014386",,"11681",,"27000","gal","SWT","Water (navigable/surface)","C"
"2200000520","04-2010-2731","2200000044","2600822605","2200000023",,"7658",,"120","MFHU","HUS","Housing","C"
"2200003014","06-2010-1877","2200000278","2600822053","2200000471",,"12130",,"32844","PNDSYR","SWT","Water (navigable/surface)","C"
"2200004627","06-2010-1902","2200000453","2600821911","2200001626",,"5889",,"175","lbs","SWT","Water (navigable/surface)","C"
"2200005112","10-2010-0180","2200000468","2600821990","2200000350",,"776",,"4000","yd3","SOL","Soil (CERCLA and RCRA Corrective Action, TSCA PCBs, UST soil, UIC remedial activities)","C"
"2200005354","04-2010-9240","2200000525","2600822581","2200000314",,"6562",,"6","lbs","LAN","Land","C"
"2200005549","02-2010-7967","2200000548","2600821989","2200000343",,"6583",,"12000","gal","SIL","Soil","C"
"2200005561","07-2010-0334","2200000551","2600822311","2200000344",,"7658",,"1","SFHU","HUS","Housing","C"
"2200005759","07-2010-0326","2200000565","2600821941","2200000357",,"7658",,"17","SFHU","HUS","Housing","C"
"2200006688","02-2010-0840","2200000641","2600822694","2200000402",,"6614",,"1","gal","LAN","Land","C"
"2200006728","08-2010-0133","2200000642","2600822044","2200002247",,"11270",,".18","PNDSYR","SWT","Water (navigable/surface)","C"
"2200007013","02-2010-9268","2600000774","2600822728","2600000549",,"7658",,"93","MFHU","HUS","Housing","C"
"2200007169","03-2010-0372","2200000689","2600822681","2200000480",,"6583",,"12000","gal","LAN","Land","C"
"2200007318","06-2010-1385","2200000702","2600822644","2200000501",,"7879",,"15000","PPL","DWT","Water (drinking)","C"
"2200007337","03-2010-0352","2200000705","2600822708","2200000502",,"500",,"1","SCHLS","SCL","Schools","C"
"2200007478","08-2010-0137","2200000735","2600821860","2200001571",,"10322",,"25","PPL","DWT","Water (drinking)","C"
"2200008288","06-2010-1913","2200000792","2600822498","2200000786",,"2817",,"5342","PNDSYR","SWT","Water (navigable/surface)","C"
"2200008288","06-2010-1913","2200000792","2600822498","2200000788",,"5948",,"13352","PNDSYR","SWT","Water (navigable/surface)","C"
"2200008644","07-2010-0340","2200000803","2600821945","2200000602",,"10854",,"136","lbs","SWT","Water (navigable/surface)","C"
"2200008754","07-2010-0341","2200000806","2600821888","2200000613",,"10486",,"32369","PNDSYR","SWT","Water (navigable/surface)","C"
"2200009817","08-2010-0151","2200001970","2600822113","2200001706",,"10502",,"10534","gal","SWT","Water (navigable/surface)","C"
"2200009817","08-2010-0151","2200001970","2600822121","2200001716",,"6352",,"10703","PNDSYR","SWT","Water (navigable/surface)","C"
"2200009915","10-2010-0250","2200000917","2600822378","2200000693",,"7003",,"3","PNDSYR","AIR","Air","C"
"2200010700","08-2010-0154","2200001647","2600822100","2200001382",,"6",,"3053946","gal","SWT","Water (navigable/surface)","C"
"2200010889","04-2010-9024","3600171611","3600037425","3600026102",,"6725",,"225.05","yd3","SIL","Soil","C"
"2200011991","04-2010-3048","2200001039","2600822462","2200000782",,"6662",,"0","lbs","PNT","Plants","C"
"2200012541","08-2010-0164","2200001068","2600822317","2200000806",,"1917",,"6103","PPL","DWT","Water (drinking)","C"
"2200014218","02-2010-8317","2200001221","2600821948","2200000908",,"6639",,"0","PPL","DWT","Water (drinking)","C"
"2200014235","07-2010-0353","2200001225","2600821958","2200001166",,"6614",,"207.24","yd3","SIL","Soil","C"
"2200014281","02-2010-8315","2200001230","2600821999","2200000922",,"6638",,"0","PPL","DWT","Water (drinking)","C"
"2200014296","08-2010-0169","2200001233","2600821826","2200001612",,"8498",,"572000","yd3","SIL","Soil","C"
"2200014494","02-2010-8301","2200001249","2600822711","2200000928",,"6639",,"240","PPL","DWT","Water (drinking)","C"
"2200014638","04-2009-9104","2200001264","2600821910","2200001588",,"7536",,"0","yd3","LAN","Land","C"
"2200014852","06-2010-1916","2200001613","2600822288","2200001372",,"10486",,"96000","lbs","SWT","Water (navigable/surface)","C"
"2200014939","02-2010-8314","2200001283","2600822443","2200001001",,"6639",,"48","PPL","DWT","Water (drinking)","C"
"2200014957","02-2010-8308","2200001287","2600822447","2200001018",,"6638",,"0","PPL","DWT","Water (drinking)","C"
"2200014960","07-2010-0355","2200001288","2600822448","2200001022",,"6614",,"100","yd3","SIL","Soil","C"
"2200015226","02-2010-3357","2200001308","2600822596","2200001110",,"12196",,"883687","PNDSYR","SWT","Water (navigable/surface)","C"
"2200015622","08-2010-0162","2200001369","2600822304","2200001129",,"5948",,"10340","PNDSYR","SWT","Water (navigable/surface)","C"
"2200015700","08-2010-0175","2200003827","2600822691","2200003144",,"7999",,"2110","gal","SWT","Water (navigable/surface)","C"
"2200015781","02-2010-3122","2200001382","2600822546","2200001109",,"10364",,"100","gal","SWT","Water (navigable/surface)","C"
"2200015898","03-2010-0358","2200001389","2600822468","2200001130",,"2856",,"152000","gal","SWT","Water (navigable/surface)","C"
"2200016041","10-2010-0242","2200001401","2600822408","2200001282",,"12000",,"14853","yd3","GWT","Water (ground)","C"
"2200016082","09-2010-0507","3600408141","3600065530","3600053985",,"10193",,"1394000","PNDSYR","AIR","Air","C"
"2200016082","09-2010-0507","3600408141","3600065530","3600049218",,"300000282",,"880000","PNDSYR","AIR","Air","C"
"2200016082","09-2010-0507","3600408141","3600065530","3600053986",,"300000243",,"138000","PNDSYR","AIR","Air","C"
"2200016119","05-2010-0345","2200001412","2600822470","2200001148",,"5889",,"819","PNDSYR","SWT","Water (navigable/surface)","C"
"2200016368","04-2009-9140","2200001472","2600822209","2200001352",,"2448",,"0","yd3","LAN","Land","C"
"2200017526","02-2010-8306","2200001605","2600822284","2200001359",,"6639",,"90","PPL","DWT","Water (drinking)","C"
"2200017745","03-2010-0340","2200001621","2600822289","2200001373",,"500",,"1","SCHLS","SCL","Schools","C"
"2200019313","05-2010-4735","2200001783","2600822022","2200001503",,"10489",,"0","PPL","DWT","Water (drinking)","C"
"2200019607","03-2010-7014","3600005563","3600005101","3600003609",,"5889",,"11","lbs","SWT","Water (navigable/surface)","C"
"2200019726","05-2010-6654","3600115082","3600033491","3600023017",,"6562",,"682","PNDSYR","AIR","Air","C"
"2200020463","06-2010-1914","2200001904","2600822105","2200001656",,"5889",,"134.7","lbs","SWT","Water (navigable/surface)","C"
"2200020686","09-2010-1578","2200001909","2600821871","2600800130",,"10486",,"3255","PNDSYR","SWT","Water (navigable/surface)","C"
"2200021377","07-2011-0005","2200001950","2600821864","2600800132",,"10486",,"222.5","lbs","SWT","Water (navigable/surface)","C"
"2200022267","05-2010-1050","2200001986","2600822033","2200001721",,"3256",,"840000","Gals","SWT","Water (navigable/surface)","C"
"2200022571","10-2011-0001","2200003037","2600822272","2200002543",,"12200",,"13.95","lbs","SWT","Water (navigable/surface)","C"
"2200024284","04-2011-9806","2200002192","2600822037","2200001942",,"10292",,"20000","gal","LAN","Land","C"
"2200029199","06-2011-1701","2200002584","2600823697","2600000963",,"12130",,"20960","PNDSYR","SWT","Water (navigable/surface)","C"
"2200029596","04-2008-9222","2200002541","2600821925","2200003261",,"12428",,"5368","gal","SWT","Water (navigable/surface)","C"
"2200029596","04-2008-9222","2200002541","2600821925","2600000658",,"2448",,".04","MFHU","LAN","Land","C"
"2200029839","04-2009-9241","2200002585","2600823506","2600001840",,"6614",,"700","gal","LAN","Land","C"
"2200030475","03-2011-0020","2200002641","2600822416","2200002280",,"6580",,"1300","ACRS","WTL","Water (wetlands)","C"
"2200031824","02-2011-3011","2200002720","2600822417","2200002360",,"12196",,"247","lbs","SWT","Water (navigable/surface)","C"
"2200031826","02-2011-3003","2200002721","2600822418","2200002365",,"360",,"5","lbs","SWT","Water (navigable/surface)","C"
"2200034086","02-2011-8501","2200002943","2600822075","2200002500",,"7659",,"50","yd3","WSU","Water (underground source)","C"
"2200035637","02-2011-8901","2600010420","2700000422","2700000342",,"6725",,"10","yd3","WSU","Water (underground source)","C"
"2200035760","02-2011-3107","2200003160","2600822804","2600000988",,"905",,"13403","lbs","SWT","Water (navigable/surface)","C"
"2200035760","02-2011-3107","2200003160","2600822804","2600000992",,"12196",,"20289","lbs","SWT","Water (navigable/surface)","C"
"2200036194","07-2011-0085","2200003241","2600822685","2200002701",,"2856",,"79000","gal","SWT","Water (navigable/surface)","C"
"2200036583","09-2011-2502","2200003288","2600822854","2600002641",,"6614",,"21","yd3","SIL","Soil","C"
"2200036686","01-2011-8004","2200003306","2600822478","2200002740",,"10295",,"876","gal","SIL","Soil","C"
"2200036771","02-2011-0002","3600000060","3600006222","3600004502",,"12195",,"153","PNDSYR","SWT","Water (navigable/surface)","C"
"2200036918","04-2010-9035","3400003449","3400002863","3400002113",,"6725",,"540144","yd3","SIL","Soil","C"
"2200036970","02-2011-3006","2200003361","2600822174","2200002801",,"12195",,"237870","PNDSYR","SWT","Water (navigable/surface)","C"
"2200038871","06-2011-3305","2200003590","2600821837","2200002999",,"6901",,"6856","PNDSYR","AIR","Air","C"
"2200039398","03-2011-6013","2200003705","2600821987","2200003044",,"10294",,"1290","gal","SWT","Water (navigable/surface)","C"
"2200039479","01-2011-1400","3000001230","3000001810","3000001293",,"6850",,"1450","lbs","LAN","Land","C"
"2200041605","08-2011-0026","2200003923","2600822387","2200003311",,"11103",,"20250","PPL","DWT","Water (drinking)","C"
"2200042262","03-2011-6029","2200003991","2600822168","2200003223",,"8299",,"30","gal","LAN","Land","C"
"2200042262","03-2011-6029","2200003991","2600822168","2200003225",,"7736",,"30","gal","LAN","Land","C"
"2200043636","08-2011-0033","2200004109","2600822669","2200003306",,"11103",,"7500","PPL","DWT","Water (drinking)","C"
"2200043926","06-2011-1103","2200004125","2600822659","2200003313",,"6596",,"1","WELLS","WSU","Water (underground source)","C"
"2200044467","02-2011-3016","2200004189","2600822579","2200003365",,"6613",,"6478","lbs","SWT","Water (navigable/surface)","C"
"2200045785","04-2010-7007","2200004312","2600822481","2200003447",,"10292",,"16000","gal","SWT","Water (navigable/surface)","C"
"2600001076","06-2010-2731","2600000071","2600822954","2600000080",,"6580",,"3.11","ACRS","WTL","Water (wetlands)","C"
"2600001328","01-2011-2024","2600003229","2600823902","2600002109",,"375",,"3600","PNDSYR","SWT","Water (navigable/surface)","C"
"2600001864","02-2011-7932","2600000142","2600823593","2600000140",,"6583",,"12000","gal","SIL","Soil","C"
"2600002447","08-2011-0043","2600000226","2600823484","2600000224",,"10492",,"0","PPL","DWT","Water (drinking)","C"
"2600003666","07-2011-0125","2600000423","2600823105","2600000323",,"10486",,"1286","PNDSYR","SWT","Water (navigable/surface)","C"
"2600003712","07-2011-0127","2600000442","2600823155","2600000350",,"10854",,"516","PNDSYR","SWT","Water (navigable/surface)","C"
"2600003731","07-2011-0128","2600000460","2600823050","2600000358",,"5889",,"108","PNDSYR","SWT","Water (navigable/surface)","C"
"2600003863","06-2011-4302","2600000500","2600823204","2600000400",,"11681",,"96600","gal","SWT","Water (navigable/surface)","C"
"2600004345","04-2011-2512","2600000571","2600823787","2600000460",,"7658",,"120","MFHU","HUS","Housing","C"
"2600004379","03-2011-6007","2600000573","2600823695","2600000463",,"6624",,"7875","gal","LAN","Land","C"
"2600005209","06-2011-0303","2600000627","2600822745","2600000780",,"6662",,"24","lbs","HMN","Humans","C"
"2600005910","04-2011-3753","2600000658","2600823056","2600000487",,"6614",,"74.27","yd3","SIL","Soil","C"
"2600006071","06-2011-1781","2600000673","2600823700","2600000969",,"12130",,"2410","PNDSYR","SWT","Water (navigable/surface)","C"
"2600006982","04-2011-2505","2600000714","2600823937","2600000513",,"7658",,"122","MFHU","HUS","Housing","C"
"2600008159","09-2011-1003","2600000791","2600823792","2600000559",,"2856",,"6000","gal","SWT","Water (navigable/surface)","C"
"2600008365","08-2011-0060","2600000808","2600823111","2600000566",,"2856",,"250","Gals","SWT","Water (navigable/surface)","C"
"2600008548","02-2011-3113","2600000819","2600822726","2600000982",,"905",,"2404","PNDSYR","SWT","Water (navigable/surface)","C"
"2600008741","02-2011-7503","3400020350","3400015605","3400011526",,"6583",,"151000","gal","LAN","Land","C"
"2600009204","02-2011-7506","3000009666","3000010207","3000007074",,"6583",,"366285","lbs","LAN","Land","C"
"2600009204","02-2011-7506","3000009666","3000010207","3000007075",,"10012",,"234563","lbs","LAN","Land","C"
"2600009541","03-2011-0126","2600000934","2600823327","2600000612",,"10322",,"224","PPL","DWT","Water (drinking)","C"
"2600009553","03-2011-0127","2600000935","2600823328","2600000614",,"10322",,"797","PPL","DWT","Water (drinking)","C"
"2600009960","04-2009-9125","2600000979","2600823807","2600001882",,"10494",,"1214","PNDSYR","AIR","Air","C"
"2600011672","03-2011-0080","2600001028","2600823894","2600000672",,"6613",,"28815","lbs","SWT","Water (navigable/surface)","C"
"2600015804","09-2011-6003","2600001301","2600823434","2600000904",,"467",,"2000","PPL","DWT","Water (drinking)","C"
"2600015820","09-2011-6005","2600001308","2600823498","2600000910",,"928",,"220","PPL","DWT","Water (drinking)","C"
"2600019020","07-2011-0176","2600001635","2600822833","2600001205",,"2817",,"2287","PNDSYR","SWT","Water (navigable/surface)","C"
"2600019429","05-2011-0309","2600001721","2600822966","2600001261",,"10178",,"2337","PNDSYR","SWT","Water (navigable/surface)","C"
"2600020355","09-2011-0501","3600016930","3600010008","3600007623",,"10461",,"9306000","PNDSYR","AIR","Air","C"
"2600020355","09-2011-0501","3600016930","3600010008","3600009408",,"300000282",,"1774000","PNDSYR","AIR","Air","C"
"2600021008","07-2011-0172","2600001909","2600823378","2600001384",,"375",,"28537","lbs","SWT","Water (navigable/surface)","C"
"2600021008","07-2011-0172","2600001909","2600823378","2600001383",,"10486",,"13870","lbs","SWT","Water (navigable/surface)","C"
"2600021700","02-2011-3032","2600001991","2600823610","2600001410",,"360",,"44","lbs","SWT","Water (navigable/surface)","C"
"2600022365","08-2011-0078","2600004463","2600823637","2600003463",,"7999",,"1","WELLS","WSU","Water (underground source)","C"
"2600022971","03-2011-0183","2600002086","2600823115","2600001482",,"6583",,"6000","gal","LAN","Land","C"
"2600023672","05-2011-0073","2600002133","2600823119","2600001496",,"6662",,"39060","lbs","LAN","Land","C"
"2600024628","05-2011-0313","2600002172","2600823026","2600002075",,"10178",,"21","PNDSYR","SWT","Water (navigable/surface)","C"
"2600024766","01-2011-2044","2600003243","2600823337","2600002113",,"5889",,"17","PNDSYR","SWT","Water (navigable/surface)","C"
"2600025515","02-2011-7507","3000009379","3000009547","3000006627",,"10331",,"2000","gal","LAN","Land","C"
"2600028086","10-2011-0091","2600003562","2600823764","2600003605",,"6662",,"0","lbs","LAN","Land","C"
"2600029322","06-2011-1847","2600002657","2600823986","2600004462",,"1165",,"1","PNDSYR","SWT","Water (navigable/surface)","C"
"2600029429","05-2011-0081","2600002665","2600823806","2600001736",,"6662",,"10164","lbs","LAN","Land","C"
"2600030833","08-2011-0105","2600002742","2600823390","2600001828",,"7656",,"335","LFms","WTL","Water (wetlands)","C"
"2600030981","02-2011-0814","2600002761","2600822982","2600001800",,"6614",,"205","gal","LAN","Land","C"
"2600033455","02-2011-0007","3600024182","3600012753","3600009563",,"10486",,"14281408","PNDSYR","WPT","Water (wastewater to POTW)","C"
"2600033455","02-2011-0007","3600024182","3600012753","3600009563",,"10486",,"14281408","PNDSYR","WPT","Water (wastewater to POTW)","C"
"2600033506","03-2011-6067","2600002926","2600823021","2600002038",,"500",,"27","SCHLS","SCL","Schools","C"
"2600034045","03-2011-6034","2600003007","2600823647","2600001981",,"6",,"30000","gal","LAN","Land","C"
"2600035643","05-2011-0092","2600003145","2600823960","2600002020",,"6662",,"64827","lbs","LAN","Land","C"
"2600035987","06-2011-1868","2600003163","2600822931","2600002046",,"12130",,"11224","PNDSYR","SWT","Water (navigable/surface)","C"
"2600037255","10-2011-0124","2600005289","2600823405","2600003453",,"10486",,"130730.9","PNDSYR","SWT","Water (navigable/surface)","C"
"2600038750","07-2011-0207","3400003762","3400002581","3400001941",,"375",,"1779257","lbs","AIR","Air","C"
"2600038784","07-2011-0210","2600003315","2600822790","2600002135",,"10486",,"1080","PNDSYR","SWT","Water (navigable/surface)","C"
"2600041646","08-2011-0120","3400001755","3400001296","3400001089",,"10193",,"180036","PNDSYR","AIR","Air","C"
"2600042083","08-2011-0125","2600003707","2600823556","2600002478",,"4146",,"225","PPL","DWT","Water (drinking)","C"
"2600044978","07-2011-0223","2600003943","2600823519","2600002504",,"2817",,"2253","PNDSYR","SWT","Water (navigable/surface)","C"
"2600044995","07-2011-0222","2600003948","2600823559","2600002516",,"2817",,"164","PNDSYR","SWT","Water (navigable/surface)","C"
"2600044995","07-2011-0222","2600003948","2600823559","2600002515",,"10854",,"550","PNDSYR","SWT","Water (navigable/surface)","C"
"2600046122","08-2011-0138","2600004102","2600822796","2600002646",,"4146",,"0","PPL","DWT","Water (drinking)","C"
"2600046266","08-2011-0144","2600004111","2600822993","2600002668",,"467",,"0","PPL","DWT","Water (drinking)","C"
"2600048830","10-2011-0151","2600005988","2600823200","2600004147",,"6726",,"1000","lbs","PNT","Plants","C"
"2600049543","07-2011-0239","2600004464","2600823525","2600002940",,"2856",,"440000","gal","SWT","Water (navigable/surface)","C"
"2600050017","10-2011-0155","2600006057","2600823975","2600004256",,"6580",,"23","ACRS","WTL","Water (wetlands)","C"
"2600050511","01-2011-2052","2600006115","2600824024","2600004565",,"6861",,"1043891","gal","SWT","Water (navigable/surface)","C"
"2600050593","06-2011-1919","2600004800","2600823661","2600003140",,"12130",,"1778","PNDSYR","SWT","Water (navigable/surface)","C"
"2600051000","04-2011-9019","3400018557","3400014179","3400010390",,"7659",,"500000","gal","SWT","Water (navigable/surface)","C"
"2600051386","04-2011-9020","3600060356","3600028968","3600020266",,"6583",,"65000","gal","LAN","Land","C"
"2600051558","04-2011-9021","3400009152","3400012023","3400008745",,"10364",,"14265949","gal","SWT","Water (navigable/surface)","C"
"2600051558","04-2011-9021","3400009152","3400012023","3400008745",,"10364",,"14265949","gal","SWT","Water (navigable/surface)","C"
"2600051588","06-2011-1897","3600249124","3600045470","3600032556",,"12299",,"99924","lbs","SWT","Water (navigable/surface)","C"
"2600051942","04-2009-9184","2600005183","2600823131","2600003543",,"6854",,".01","yd3","LAN","Land","C"
"2600052215","06-2010-4813","2600005216","2600823633","2600003398",,"11681",,"84000","gal","SWT","Water (navigable/surface)","C"
"2600052951","04-2011-5131","2600005278","2600823472","2600003440",,"7659",,"3000000","gal","SWT","Water (navigable/surface)","C"
"2600053060","04-2011-7001","2600005282","2600823722","2600003519",,"7659",,"840000","gal","SWT","Water (navigable/surface)","C"
"2600053120","09-2011-1520","2600005487","2600823238","2600003735",,"5948",,"253","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053240","04-2011-4776","2600005297","2600823636","2600003456",,"6613",,"123903","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053273","09-2011-1514","2600005358","2600823237","2600003722",,"7006",,"421988","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053289","03-2011-0169","3400010245","3400008304","3400006001",,"6725",,"43","yd3","SIL","Soil","C"
"2600053289","03-2011-0169","3400010267","3400008330","3400006042",,"6725",,"5600","yd3","SIL","Soil","C"
"2600053290","09-2011-1509","2600005353","2600823232","2600003674",,"5889",,"79","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053293","09-2011-1510","2600005354","2600823236","2600003711",,"10859",,"11816","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053298","09-2011-1519","2600005364","2600823682","2600003743",,"7006",,"295391","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053311","09-2011-1511","2600005355","2600823683","2600003753",,"10859",,"5908","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053415","03-2011-0295","2600005321","2600823666","2600003505",,"10287",,"30","PPL","DWT","Water (drinking)","C"
"2600053456","09-2011-1512","2600005356","2600823476","2600003695",,"5889",,"63","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053469","09-2011-1515","2600005359","2600823235","2600003701",,"7006",,"66969","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053480","09-2011-1518","2600005363","2600823239","2600003757",,"7006",,"84398","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053480","09-2011-1518","2600005363","2600823239","2600003759",,"905",,"6330","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053480","09-2011-1518","2600005363","2600823239","2600003763",,"5948",,"253","PNDSYR","SWT","Water (navigable/surface)","C"
"2600053870","05-2011-0111","2600005390","2600823675","2600003529",,"6662",,"6340","lbs","LAN","Land","C"
"2600054019","08-2011-0172","2600005411","2600823340","2600003777",,"5713",,"83","PNDSYR","SWT","Water (navigable/surface)","C"
"2600054019","08-2011-0172","2600005411","2600823340","2600003778",,"5889",,"30","PNDSYR","SWT","Water (navigable/surface)","C"
"2600054031","08-2011-0175","2600005415","2600823415","2600003658",,"10292",,"2465","Gals","SWT","Water (navigable/surface)","C"
"2600054033","03-2011-0291","2600005416","2600823224","2600003559",,"6580",,"200","LFT","WTL","Water (wetlands)","C"
"2600054077","06-2011-1874","2600005424","2600823154","2600003568",,"5889",,"339","PNDSYR","SWT","Water (navigable/surface)","C"
"2600054915","07-2011-0282","2600005468","2600823080","2600004477",,"6614",,"4455","lbs","SIL","Soil","C"
"2600054915","07-2011-0282","2600005468","2600823080","2600003624",,"6662",,"650","lbs","SIL","Soil","C"
"2600055030","09-2011-1006","2600005475","2600823227","2600003633",,"2856",,"210","Gals","SWT","Water (navigable/surface)","C"
"2600055051","07-2011-0287","2600005478","2600823084","2600003638",,"2787",,"0","gal","LAN","Land","C"
