"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","COMP_ACTION_ID","ENVIRONMENTAL_IMPACT_ID","SEP_ID","POLLUTANT_CODE","POLLUTANT_NAME","AVERAGE_ANNUAL_VALUE","POLLUTANT_UNIT_CODE","MEDIA_CODE","MEDIA_DESC","SEP_OR_COMP_FLAG"
"151294","06-2005-2350","56858","2600806802","26239",,"6435",,"2.4","PNDSYR","SWT","Water (navigable/surface)","C"
"151299","06-2005-2354","56860","2600803244","26323",,"832",,"224","PNDSYR","SWT","Water (navigable/surface)","C"
"151363","06-2005-2356","56877","2600803245","26346",,"5553",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"151375","06-2005-2358","56879","2600803247","26355",,"3370",,".6","PNDSYR","SWT","Water (navigable/surface)","C"
"151375","06-2005-2358","56879","2600803247","26358",,"2215",,"15.3","PNDSYR","SWT","Water (navigable/surface)","C"
"151378","06-2005-2360","56880","2600803248","26361",,"832",,"3.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151391","06-2005-2364","56883","2600805054","26590",,"2215",,".3","PNDSYR","SWT","Water (navigable/surface)","C"
"151466","06-2005-2370","56903","2600803338","26635",,"6435",,"2.1","PNDSYR","SWT","Water (navigable/surface)","C"
"151466","06-2005-2370","56903","2600803338","26637",,"3370",,".5","PNDSYR","SWT","Water (navigable/surface)","C"
"151466","06-2005-2370","56903","2600803338","26641",,"360",,"8.7","PNDSYR","SWT","Water (navigable/surface)","C"
"151533","06-2005-2558","56916","2600805055","26589",,"2948",,".2","PNDSYR","SWT","Water (navigable/surface)","C"
"151550","06-2005-2564","56920","2600803482","25617",,"4210",,"18.2","lbs","SWT","Water (navigable/surface)","C"
"151555","06-2005-2568","56922","2600803340","26657",,"832",,"81.3","lbs","SWT","Water (navigable/surface)","C"
"151568","06-2005-2570","57039","2600803343","26687",,"4210",,"239","PNDSYR","SWT","Water (navigable/surface)","C"
"151599","06-2005-2572","56929","2600802774","26708",,"2215",,"2.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151621","06-2005-2374","56944","2600803342","26671",,"652",,"17.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151622","07-2005-0298","56946","2600803906","25644",,"7659",,"10000","gal","LAN","Land","C"
"151623","06-2005-2376","56947","2600803344","26693",,"6721",,"1.2","PNDSYR","SWT","Water (navigable/surface)","C"
"151648","06-2005-2304","56962","2600806490","25992",,"360",,"82.4","PNDSYR","SWT","Water (navigable/surface)","C"
"151648","06-2005-2304","56962","2600806490","25993",,"2215",,"117.6","lbs","SWT","Water (navigable/surface)","C"
"151654","06-2005-2266","56964","2600819370","28057",,"6721",,"2.5","PNDSYR","SWT","Water (navigable/surface)","C"
"151654","06-2005-2266","56964","2600819370","28062",,"360",,"32.3","PNDSYR","SWT","Water (navigable/surface)","C"
"151906","06-2005-2276","57023","2600809057","26195",,"2215",,"27.5","PNDSYR","SWT","Water (navigable/surface)","C"
"152216","08-2005-0121","57075","2600814903","26921",,"6719",,"55","PPL","DWT","Water (drinking)","C"
"152293","09-2005-0105","57099","2600819404","26937",,"4212",,"2800","PPL","DWT","Water (drinking)","C"
"152306","02-2005-7925","57101","2600812874","26939",,"6583",,"2000","gal","SIL","Soil","C"
"152331","04-2005-5020","57106","2600812875","26941",,"7070",,"3000","Gals","SWT","Water (navigable/surface)","C"
"152445","06-2005-2074","57125","2600813241","26976",,"6721",,".1","PNDSYR","SWT","Water (navigable/surface)","C"
"152445","06-2005-2074","57125","2600813241","26983",,"5553",,"0","PNDSYR","SWT","Water (navigable/surface)","C"
"152494","02-2005-0833","57132","2600813880","27007",,"6614",,"295","gal","LAN","Land","C"
"152560","02-2004-0848","57149","2600818910","27020",,"6614",,"0","gal","LAN","Land","C"
"152560","02-2004-0848","57149","2600818910","27021",,"7214",,"5500","gal","GWT","Water (ground)","C"
"152564","02-2005-0823","57151","2600818912","27027",,"6614",,"1.25","gal","LAN","Land","C"
"152569","02-2005-8067","57153","2600818914","27029",,"7170",,"2500","PPL","DWT","Water (drinking)","C"
"152814","02-2005-7105","60023","2600815398","29209",,"7659",,"495","gal","LAN","Land","C"
"153030","06-2005-2012","57524","2600814490","29796",,"5948",,"14444","PNDSYR","SWT","Water (navigable/surface)","C"
"153299","09-2005-0129","61356","2600814242","30300",,"6306",,"31500000","yd3","GWT","Water (ground)","C"
"153376","06-2005-2100","57777","2600815585","27462",,"3301",,"0","lbs","SWT","Water (navigable/surface)","C"
"153763","02-2005-8016","57368","2600818692","27185",,"6639",,"1000","PPL","DWT","Water (drinking)","C"
"153779","06-2005-2106","57370","2600813597","27482",,"6352",,"2.5","PNDSYR","SWT","Water (navigable/surface)","C"
"153908","02-2005-8018","57400","2600809423","27188",,"6639",,"275","PPL","DWT","Water (drinking)","C"
"154015","03-2005-0244","58794","2600819234","28420",,"6289",,"600","PNDSYR","AIR","Air","C"
"154018","03-2005-0247","58800","2600813634","28389",,"6289",,"600","PNDSYR","AIR","Air","C"
"154972","07-2005-0355","57574","2600815542","27341",,"7070",,"1860","gal","SWT","Water (navigable/surface)","C"
"155115","03-2005-0270","57816","2600813598","27485",,"6580",,".25","ACRS","WTL","Water (wetlands)","C"
"155176","09-2005-0136","57616","2600816352","29678",,"6425",,"24000","gal","SIL","Soil","C"
"155492","06-2005-2740","57652","2600814456","27391",,"6580",,"10","ACRS","WTL","Water (wetlands)","C"
"155891","05-2005-0318","57728","2600817505","27430",,"2817",,"50.04","PNDSYR","SWT","Water (navigable/surface)","C"
"155893","03-2005-0356","58364","2600819054","27976",,"6719",,"41","PPL","DWT","Water (drinking)","C"
"155965","02-2005-3209","57747","2600817509","27436",,"652",,"150","PNDSYR","SWT","Water (navigable/surface)","C"
"156196","04-2005-4794","57802","2600814890","27513",,"4210",,"7464649","PNDSYR","SWT","Water (navigable/surface)","C"
"156380","02-2005-1012","57826","2600813602","27500",,"6306",,"58000","PNDSYR","AIR","Air","C"
"156406","02-2004-0899","57831","2600813603","27501",,"6738",,"6","gal","LAN","Land","C"
"156406","02-2004-0899","57831","2600813603","27503",,"6562",,"12","gal","LAN","Land","C"
"156406","02-2004-0899","57831","2600813603","27504",,"3935",,"1","gal","LAN","Land","C"
"156406","02-2004-0899","57831","2600813603","27505",,"6614",,"201","gal","LAN","Land","C"
"156411","04-2005-1011","57835","2600813604","27509",,"6594",,"1","WELLS","WSU","Water (underground source)","C"
"156460","10-2005-0222","58678","2600815344","28140",,"7214",,"10000","gal","SIL","Soil","C"
"156749","02-2005-0840","57877","2600814590","27545",,"6614",,"850","lbs","LAN","Land","C"
"156830","02-2005-8174","57894","2600814595","27552",,"6638",,"3424","PPL","DWT","Water (drinking)","C"
"156850","02-2005-8181","57902","2600814604","27560",,"6638",,"6452","PPL","DWT","Water (drinking)","C"
"156861","02-2005-8023","57908","2600814609","27570",,"6639",,"40","PPL","DWT","Water (drinking)","C"
"157188","07-2005-0383","57949","2600813810","27614",,"6613",,"267014","lbs","SWT","Water (navigable/surface)","C"
"157227","08-2005-0185","57958","2600813815","27619",,"6719",,"10950","PPL","DWT","Water (drinking)","C"
"157251","08-2005-0186","2200002865","2600823004","2600000931",,"6613",,"23857672","lbs","SWT","Water (navigable/surface)","C"
"157553","08-2005-0190","60670","2600818238","30025",,"6594",,"3","WELLS","WSU","Water (underground source)","C"
"157681","09-2005-0151","58031","2600813837","27673",,"4210",,"11.3","PNDSYR","SWT","Water (navigable/surface)","C"
"157706","02-2005-8024","58034","2600813841","27677",,"6639",,"240","PPL","DWT","Water (drinking)","C"
"157720","02-2005-8027","58037","2600813457","27689",,"6639",,"450","PPL","DWT","Water (drinking)","C"
"157901","04-2005-5130","58066","2600814613","27731",,"7898",,"8900","Gals","SWT","Water (navigable/surface)","C"
"158024","09-2005-0144","58080","2600817518","28643",,"7070",,"40000","gal","SWT","Water (navigable/surface)","C"
"158290","05-2005-5009","1800018617","2600821607","1800012996",,"10358",,"2502000","PNDSYR","AIR","Air","C"
"158315","05-2005-0119","58109","2600814475","28340",,"7658",,"1","SFHU","HUS","Housing","C"
"158407","09-2005-0208","60550","2600816231","29559",,"2829",,"292000","PNDSYR","AIR","Air","C"
"158623","04-2005-9036","3400017492","3400013125","3400009618",,"6580",,"9.5","ACRS","WTL","Water (wetlands)","C"
"159004","06-2005-2068","58254","2600813751","29877",,"2817",,"1136","PNDSYR","SWT","Water (navigable/surface)","C"
"159305","05-2005-0506","58309","2600814117","28028",,"6580",,"62.5","ACRS","WTL","Water (wetlands)","C"
"159704","02-2005-8030","58382","2600810011","27999",,"6639",,"136","PPL","DWT","Water (drinking)","C"
"159704","02-2005-8030","58382","2600813728","27997",,"6639",,"136","PPL","DWT","Water (drinking)","C"
"159878","02-2005-8031","58415","2600814107","28011",,"6639",,"66","PPL","DWT","Water (drinking)","C"
"159945","02-2005-3288","58434","2600814116","28027",,"4210",,"43","PNDSYR","SWT","Water (navigable/surface)","C"
"160067","07-2005-0410","600004764","2600807142","600002238",,"7658",,"130","SFHU","HUS","Housing","C"
"160184","05-2005-0327","3600244236","3600045061","3600032225",,"10486",,"158827","lbs","SWT","Water (navigable/surface)","C"
"160184","05-2005-0327","3600244236","3600045061","3600032228",,"10178",,"21286","lbs","SWT","Water (navigable/surface)","C"
"160324","05-2005-0330","3600039217","3600020904","3600014982",,"10178",,"492467","lbs","SWT","Water (navigable/surface)","C"
"160324","05-2005-0330","3600039217","3600020905","3600014993",,"905",,"45940","lbs","SWT","Water (navigable/surface)","C"
"160324","05-2005-0330","3600039217","3600020905","3600014994",,"5889",,"426","lbs","SWT","Water (navigable/surface)","C"
"160456","06-2006-1704","59237","2600818975","28655",,"6594",,"1870","PNDSYR","SWT","Water (navigable/surface)","C"
"161014","09-2005-0231","600007572","2600813334","600004674",,"6662",,"0","lbs","HMN","Humans","C"
"161050","05-2005-9983","58710","2600818986","28149",,"6289",,"100","yd3","GWT","Water (ground)","C"
"161108","02-2005-7111","600007402","2600813296","600004485",,"10326",,"15000","lbs","SWT","Water (navigable/surface)","C"
"161109","02-2005-8103","58721","2600818989","28155",,"4212",,"32","PPL","DWT","Water (drinking)","C"
"161200","02-2005-3803","600012588","2600816129","600008726",,"11899",,"7400000","gal","SWT","Water (navigable/surface)","C"
"161203","02-2005-3502","58741","2600818998","28175",,"6598",,"2","ACRS","WTL","Water (wetlands)","C"
"161246","06-2005-0923","3600044549","3600030168","3600020983",,"467",,"0","lbs","LAN","Land","C"
"161655","02-2005-0846","58877","2600818245","28248",,"6417",,"1320","gal","SWT","Water (navigable/surface)","C"
"162674","09-2005-0263","59062","2600819242","28431",,"6425",,"144000","gal","SIL","Soil","C"
"162745","02-2005-2031","59072","2600814470","28424",,"500",,"1000","yd3","SIL","Soil","C"
"162841","10-2005-0247","59080","2600819249","28438",,"7656",,"2.9","ACRS","WTL","Water (wetlands)","C"
"163007","01-2006-2008","200000916","2600819044","200000965",,"6625",,"20000","PPL","DWT","Water (drinking)","C"
"163012","01-2006-2010","60540","2600816230","29551",,"6352",,"1","PNDSYR","SWT","Water (navigable/surface)","C"
"163127","05-2005-3335","59163","2600816234","28554",,"7070",,"50","Gals","SWT","Water (navigable/surface)","C"
"163573","02-2005-0854","59251","2600818502","28670",,"6614",,"9","gal","LAN","Land","C"
"163573","02-2005-0854","59251","2600818985","28669",,"6614",,"75","lbs","LAN","Land","C"
"163591","06-2006-1822","600000143","2600812781","600000062",,"10178",,"10369","PNDSYR","SWT","Water (navigable/surface)","C"
"163740","10-2006-0063","60555","2600818978","29571",,"6662",,"4144","lbs","PNT","Plants","C"
"163802","07-2006-0017","59294","2600815108","30488",,"7658",,"148","SFHU","HUS","Housing","C"
"163876","07-2006-0004","59301","2600812890","28722",,"905",,"91753","PNDSYR","SWT","Water (navigable/surface)","C"
"164161","01-2006-1002","59350","2600812730","28783",,"2829",,"260000","PNDSYR","AIR","Air","C"
"164320","04-2005-5058","59366","2600816300","28779",,"7070",,"400","Gals","SWT","Water (navigable/surface)","C"
"164419","08-2005-0227","59374","2600809419","28789",,"6589",,"500","yd3","SIL","Soil","C"
"164627","10-2006-0013","60173","2600816608","29341",,"6613",,"36333","PNDSYR","SWT","Water (navigable/surface)","C"
"165454","07-2006-0050","59462","2600816543","28844",,"7070",,"34440","gal","SWT","Water (navigable/surface)","C"
"165533","02-2006-3006","59481","2600815354","28873",,"2448",,".01","PNDSYR","SWT","Water (navigable/surface)","C"
"165533","02-2006-3006","59481","2600815354","28868",,"1165",,"92","PNDSYR","SWT","Water (navigable/surface)","C"
"165701","04-2006-9803","59536","2600813690","28904",,"6583",,"3000","gal","SIL","Soil","C"
"166190","07-2006-0061","59616","2600813665","29301",,"6580",,"1.6","ACRS","WTL","Water (wetlands)","C"
"166237","08-2006-0023","59620","2600815223","29124",,"804",,"365","PNDSYR","SWT","Water (navigable/surface)","C"
"166356","06-2006-1860","60717","2600813283","29994",,"4197",,"53431","PNDSYR","SWT","Water (navigable/surface)","C"
"166402","02-2006-9273","200000396","2600811518","200000342",,"7658",,"94","MFHU","HUS","Housing","C"
"166469","04-2005-1255","59664","2600813708","28955",,"6594",,"1","WELLS","WSU","Water (underground source)","C"
"166667","06-2006-1852","60253","2600813210","29369",,"652",,"3002400","lbs","SWT","Water (navigable/surface)","C"
"166949","02-2006-7101","600007334","2600817523","600004380",,"6614",,"275","gal","LAN","Land","C"
"167041","07-2006-0066","59736","2600815723","29020",,"7070",,"9100","gal","SWT","Water (navigable/surface)","C"
"167136","03-2006-0038","60208","2600812521","600000241",,"6580",,"900","LFls","WTL","Water (wetlands)","C"
"167153","02-2006-8001","59748","2600813250","29904",,"3159",,"6500000","PPL","DWT","Water (drinking)","C"
"167203","02-2006-8007","59752","2600815736","29040",,"6625",,"12364","PPL","DWT","Water (drinking)","C"
"167272","06-2006-6039","60785","2600818660","29945",,"500",,"10","SCHLS","SCL","Schools","C"
"167443","02-2005-0811","59782","2600811523","29057",,"6417",,"1600","gal","SWT","Water (navigable/surface)","C"
"167624","02-2004-0896","59808","2600812684","29069",,"6614",,"2.5","gal","LAN","Land","C"
"167624","02-2004-0896","59808","2600812684","29070",,"6763",,"1","SFHU","HUS","Housing","C"
"167764","02-2006-8005","59824","2600812689","29078",,"6625",,"4500","PPL","DWT","Water (drinking)","C"
"168160","01-2006-2031","600008133","2600816520","600005305",,"905",,"1629","PNDSYR","SWT","Water (navigable/surface)","C"
"168160","01-2006-2031","600008133","2600816521","600005314",,"12196",,"5334","PNDSYR","SWT","Water (navigable/surface)","C"
"168335","10-2006-0216","1800008548","2600821045","1800005771",,"6352",,"5000000","yd3","GWT","Water (ground)","C"
"168335","10-2006-0216","1800008548","2600821045","1800005770",,"6562",,"5000000","yd3","SIL","Soil","C"
"168387","08-2006-0031","59928","2600813475","600002794",,"6613",,"671","PNDSYR","SWT","Water (navigable/surface)","C"
"168975","09-2006-0032","60041","2600814980","29233",,"7070",,"356000","gal","SWT","Water (navigable/surface)","C"
"168995","06-2006-1926","60905","2600813291","30253",,"4210",,"1329","lbs","SWT","Water (navigable/surface)","C"
"168995","06-2006-1926","60905","2600813291","30254",,"652",,"529","lbs","SWT","Water (navigable/surface)","C"
"169078","02-2005-0880","60056","2600814989","29244",,"6763",,"4","SFHU","SHB","Schools/Housing/Buildings","C"
"169083","06-2006-1930","600004371","2600818082","600001781",,"11901",,"25","PNDSYR","SWT","Water (navigable/surface)","C"
"169226","09-2006-0037","600013324","2600818140","600009203",,"10373",,"678000","PNDSYR","AIR","Air","C"
"169432","09-2006-0044","60093","2600815003","29264",,"7214",,"17000","gal","SIL","Soil","C"
"169507","03-2006-0033","60184","2600813668","29306",,"6580",,"1","ACRS","WTL","Water (wetlands)","C"
"169542","06-2006-1933","61523","2600816830","30467",,"4210",,"6844","lbs","SWT","Water (navigable/surface)","C"
"169733","08-2006-0043","60127","2600815017","29282",,"6719",,"5250","PPL","DWT","Water (drinking)","C"
"169769","05-2006-0504","60132","2600813661","29287",,"6580",,"750","LFls","WTL","Water (wetlands)","C"
"170500","04-2006-5006","60275","2600813224","29387",,"7070",,"1500","Gals","SWT","Water (navigable/surface)","C"
"170508","03-2006-0103","60276","2600813225","29388",,"7047",,"1000","lbs","LAN","Land","C"
"170847","06-2006-4523","60683","2600816357","29684",,"7070",,"399","Gals","SWT","Water (navigable/surface)","C"
"170849","06-2006-4524","60684","2600816358","29685",,"6589",,"1","Gals","SWT","Water (navigable/surface)","C"
"171139","03-2006-0019","600008785","2600812866","600005773",,"10486",,"90382","PNDSYR","SWT","Water (navigable/surface)","C"
"171139","03-2006-0019","600008785","2600812866","600005775",,"6614",,"1560","lbs","LAN","Land","C"
"171517","06-2006-1857","200000695","2600813261","200000616",,"12260",,"3309","PNDSYR","SWT","Water (navigable/surface)","C"
"171520","06-2006-1843","60392","2600813802","29723",,"905",,"5289","PNDSYR","SWT","Water (navigable/surface)","C"
"171862","07-2006-0119","60432","2600816840","30449",,"7658",,"35","MFHU","HUS","Housing","C"
"171899","02-2006-0824","60433","2600816186","200000373",,"7658",,"5","SFHU","HUS","Housing","C"
"172550","06-2006-1993","61303","2600814225","30270",,"2948",,"2906","PNDSYR","SWT","Water (navigable/surface)","C"
"172930","03-2006-0030","60932","2600816834","30442",,"5553",,"5000","yd3","SIL","Soil","C"
"173202","08-2006-0072","1400005091","2600817043","1400003592",,"7003",,"52000","PNDSYR","AIR","Air","C"
"173206","08-2006-0073","1400005092","2600816755","1400003594",,"10358",,"328000","PNDSYR","AIR","Air","C"
"173464","02-2006-9166","600006635","2600813612","600003760",,"7658",,"863","MFHU","HUS","Housing","C"
