"PGM_SYS_ACRNM","PGM_SYS_ID","REGISTRY_ID","AGENCY","ACTIVITY_TYPE_CODE","ENF_TYPE_CODE","ENF_TYPE_DESC","ACHIEVED_DATE","ENF_IDENTIFIER","STATUTE"
"ICIS","2600018429","110000385011","EPA","AIF","NONC","Notice of Noncompliance Issued","07/07/2011","05-200074684","EPCRA"
"RCRAINFO","OHD061029682","110000385066","EPA","AIF","NOV","Notice of Violation","09/28/2006","05-200002253","RCRA"
"RCRAINFO","OHD064098262","110000385128","EPA","AIF","NOV","Notice of Violation","11/01/2006","05-200003131","RCRA"
"RCRAINFO","OHD066060609","110000385137","EPA","AIF","NOV","Notice of Violation",,"05-200181590","RCRA"
"ICIS","600027449","110000385182","EPA","AIF","NOV","Notice of Violation","07/13/2007","05-200006541","FIFRA"
"TRIS","44035CTLYS555GA","110000385404","EPA","AIF","NOV","Notice of Violation","09/26/2001","05-100018961","CAA"
"ICIS","2294925","110000385404","EPA","AIF","NOV","Notice of Violation","09/26/2001","05-100018961","CAA"
"RCRAINFO","OHD046202602","110000385404","EPA","AIF","NOV","Notice of Violation","09/26/2001","05-100018961","CAA"
"RCRAINFO","OHD046202602","110000385404","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/30/2023","05-200222801","RCRA"
"ICIS","1400000778","110000385789","EPA","AIF","NONC","Notice of Noncompliance Issued","11/07/2008","05-200011821","CERCLA"
"RCRAINFO","OHD000721480","110000385958","EPA","AIF","NOV","Notice of Violation","07/07/2017","05-200153604","RCRA"
"RCRAINFO","OHD000721480","110000385958","EPA","AIF","NOV","Notice of Violation","06/24/2016","05-200139408","RCRA"
"ICIS","6724481","110000386216","EPA","AIF","NONC","Notice of Noncompliance Issued","11/08/2004","05-100021203","CERCLA"
"ICIS","15210","110000386225","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","09/07/2023","05-200228132","EPCRA"
"RCRAINFO","OHD004172565","110000386225","EPA","AIF","NOV","Notice of Violation","01/27/2021","05-200193695","RCRA"
"RCRAINFO","OHD004172565","110000386225","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","11/20/2023","05-200231451","RCRA"
"RCRAINFO","OHD004198958","110000386243","EPA","AIF","NOV","Notice of Violation","09/06/2017","05-200156779","RCRA"
"ICIS","3601007982","110000386305","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/06/2026","05-200288077","FIFRA"
"ICIS","3698","110000386760","EPA","AIF","NONC","Notice of Noncompliance Issued","09/30/2016","05-200142147","TSCA"
"RCRAINFO","OHD077758753","110000386831","EPA","AIF","NOV","Notice of Violation","06/15/2020","05-200187292","RCRA"
"RCRAINFO","OHD077758753","110000386831","EPA","AIF","NOV","Notice of Violation","06/09/2025","05-200277382","RCRA"
"RCRAINFO","OHD004157913","110000386911","EPA","AIF","NOV","Notice of Violation","03/05/2018","05-200159844","RCRA"
"RCRAINFO","OHD089892129","110000386993","EPA","AIF","NOV","Notice of Violation","03/24/2009","05-200014546","RCRA"
"ICIS","16299","110000387144","EPA","AIF","NOV","Notice of Violation","06/21/2006","05-200000369","FIFRA"
"ICIS","16299","110000387144","EPA","AIF","NOV","Notice of Violation","11/04/2011","05-200055009","FIFRA"
"ICIS","16299","110000387144","EPA","AIF","NOV","Notice of Violation","02/03/2012","05-200065090","FIFRA"
"RCRAINFO","OHD004183182","110000387180","EPA","AIF","NOV","Notice of Violation","12/19/2017","05-200157751","RCRA"
"RCRAINFO","OHD004178612","110000387206","EPA","AIF","NOV","Notice of Violation","07/17/2006","05-200000513","RCRA"
"ICIS","3000039451","110000387215","EPA","AIF","NOV","Notice of Violation","10/16/2012","05-200075138","FIFRA"
"ICIS","3000039451","110000387215","EPA","AIF","NOV","Notice of Violation","10/17/2012","05-200075321","FIFRA"
"ICIS","3400104790","110000387242","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/06/2014","05-200104231","FIFRA"
"RCRAINFO","OHD004156451","110000387297","EPA","AIF","NOV","Notice of Violation","10/05/2004","05-100021721","RCRA"
"RCRAINFO","OHD981534399","110000387304","EPA","AIF","NOV","Notice of Violation","06/27/2008","05-200009933","RCRA"
"RCRAINFO","OHD004227369","110000387313","EPA","AIF","NOV","Notice of Violation","05/06/2008","05-200009840","RCRA"
"RCRAINFO","OHD080143266","110000387322","EPA","AIF","NOV","Notice of Violation","05/24/2012","05-200066278","RCRA"
"RCRAINFO","OHD990694416","110000387340","EPA","AIF","NOV","Notice of Violation","04/16/2008","05-200009208","RCRA"
"RCRAINFO","OHD004220810","110000387402","EPA","AIF","NOV","Notice of Violation","09/07/2005","05-100021904","RCRA"
"RCRAINFO","OHD046632717","110000387420","EPA","AIF","NOV","Notice of Violation",,"05-200009869","RCRA"
"RCRAINFO","OHD046632717","110000387420","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/30/2023","05-200222771","RCRA"
"RCRAINFO","OHD087708277","110000387439","EPA","AIF","NOV","Notice of Violation",,"05-200009867","RCRA"
"RCRAINFO","OHD087708277","110000387439","EPA","AIF","NOV","Notice of Violation","07/17/2019","05-200176217","RCRA"
"RCRAINFO","OHD004205365","110000387554","EPA","AIF","NOV","Notice of Violation","07/24/2025","05-200279467","RCRA"
"RCRAINFO","OH0800005035","110000387714","EPA","AIF","NOV","Notice of Violation","03/16/2006","05-100022231","RCRA"
"RCRAINFO","OH0800005035","110000387714","EPA","AIF","NOV","Notice of Violation","10/30/2009","05-200024230","RCRA"
"RCRAINFO","OH0800005035","110000387714","EPA","AIF","NOV","Notice of Violation","08/19/2024","05-200261632","RCRA"
"RCRAINFO","OHD004447926","110000387938","EPA","AIF","NOV","Notice of Violation","03/24/2005","05-100021321","RCRA"
"RCRAINFO","OHR000015834","110000388107","EPA","AIF","NOV","Notice of Violation",,"05-200037422","RCRA"
"ICIS","3400103491","110000388116","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/11/2014","05-200104004","FIFRA"
"RCRAINFO","OHD004213310","110000388198","EPA","AIF","NOV","Notice of Violation","04/26/2013","05-200082871","RCRA"
"RCRAINFO","OHD001926740","110000388232","EPA","AIF","NOV","Notice of Violation","12/14/2006","05-200003927","RCRA"
"RCRAINFO","OHD001926740","110000388232","EPA","AIF","NOV","Notice of Violation","02/20/2015","05-200113035","RCRA"
"RCRAINFO","OHD004467874","110000388474","EPA","AIF","NOV","Notice of Violation","09/24/2018","05-200166730","RCRA"
"RCRAINFO","OHD004198917","110000388508","EPA","AIF","NOV","Notice of Violation","10/26/2021","05-200203355","RCRA"
"RCRAINFO","OHD004198917","110000388508","EPA","AIF","NOV","Notice of Violation","10/20/2022","05-200217089","RCRA"
"ICIS","21740","110000388508","EPA","AIF","NONC","Notice of Noncompliance Issued","06/20/2012","05-200068050","CERCLA"
"ICIS","3600072806","110000388697","EPA","AIF","NONC","Notice of Noncompliance Issued","10/19/2015","05-200130138","CERCLA"
"RCRAINFO","OHD097952782","110000388731","EPA","AIF","NOV","Notice of Violation",,"05-200085770","RCRA"
"RCRAINFO","OHD982205882","110000388759","EPA","AIF","NONC","Notice of Noncompliance Issued","01/03/2002","HQ-100018725","EPCRA"
"OH-CORE","35045","110000388759","EPA","AIF","NONC","Notice of Noncompliance Issued","01/03/2002","HQ-100018725","EPCRA"
"TRIS","44241DDCKC1818S","110000388759","EPA","AIF","NONC","Notice of Noncompliance Issued","01/03/2002","HQ-100018725","EPCRA"
"ICIS","2295207","110000388759","EPA","AIF","NONC","Notice of Noncompliance Issued","01/03/2002","HQ-100018725","EPCRA"
"RCRAINFO","OHD047736525","110000388900","EPA","AIF","NOV","Notice of Violation",,"05-200012426","RCRA"
"RCRAINFO","OHD046207130","110000388973","EPA","AIF","NOV","Notice of Violation","09/07/2005","05-100021906","RCRA"
"RCRAINFO","OH0000935163","110000389044","EPA","AIF","NOV","Notice of Violation",,"05-200012428","RCRA"
"RCRAINFO","OHD000817361","110000389213","EPA","AIF","NOV","Notice of Violation","03/07/2014","05-200095519","RCRA"
"ICIS","3601827737","110000389295","EPA","AIF","NONC","Notice of Noncompliance Issued","07/28/2025","05-200279439","TSCA"
"RCRAINFO","OHD004193843","110000389311","EPA","AIF","NOV","Notice of Violation","12/19/2012","05-200077419","RCRA"
"RCRAINFO","OHD000817387","110000389384","EPA","AIF","NOV","Notice of Violation","07/10/2013","05-200085816","RCRA"
"RCRAINFO","OHD981949332","110000389446","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/19/2023","05-200223936","RCRA"
"RCRAINFO","OHD982068488","110000389491","EPA","AIF","NOV","Notice of Violation","03/14/2025","05-200274056","RCRA"
"ICIS","1400001303","110000389491","EPA","AIF","NONC","Notice of Noncompliance Issued","10/22/2008","05-200011725","CERCLA"
"RCRAINFO","OHD004169199","110000389641","EPA","AIF","NOV","Notice of Violation","06/10/2010","05-200038331","RCRA"
"RCRAINFO","OHD004228631","110000389721","EPA","AIF","NOV","Notice of Violation","07/23/2013","05-200085769","RCRA"
"RCRAINFO","OHD981958150","110000389838","EPA","AIF","NOV","Notice of Violation","11/03/2021","05-200203670","RCRA"
"RCRAINFO","OHR000007773","110000389865","EPA","AIF","NOV","Notice of Violation","01/21/2016","05-200133497","RCRA"
"RCRAINFO","OHD986971224","110000390176","EPA","AIF","NOV","Notice of Violation","10/21/2013","05-200088691","RCRA"
"RCRAINFO","OHD004469375","110000390194","EPA","AIF","NOV","Notice of Violation","12/23/2008","05-200012292","RCRA"
"RCRAINFO","OHD070762299","110000390201","EPA","AIF","NOV","Notice of Violation","01/11/2011","05-200045772","RCRA"
"RCRAINFO","OHR000031567","110000390336","EPA","AIF","NOV","Notice of Violation","09/22/2015","05-200128822","RCRA"
"RCRAINFO","OHD017999244","110000390363","EPA","AIF","NOV","Notice of Violation","10/04/2007","05-200007204","RCRA"
"ICIS","600025661","110000390461","EPA","AIF","NONC","Notice of Noncompliance Issued","03/17/2008","05-200008564","CERCLA"
"RCRAINFO","OHD004227708","110000390470","EPA","AIF","NOV","Notice of Violation","11/21/2016","05-200144113","RCRA"
"RCRAINFO","OHD004179339","110000390611","EPA","AIF","NOV","Notice of Violation",,"05-200001814","RCRA"
"RCRAINFO","OHD987052222","110000390862","EPA","AIF","NOV","Notice of Violation","10/06/2015","05-200129920","RCRA"
"RCRAINFO","OHD987055217","110000390899","EPA","AIF","NOV","Notice of Violation","09/02/2008","05-200010928","RCRA"
"BR","OHD004465142","110000391040","EPA","AIF","NOV","Notice of Violation","01/22/2013","05-200080599","RCRA"
"RCRAINFO","OHD004465142","110000391040","EPA","AIF","NOV","Notice of Violation","01/22/2013","05-200077861","RCRA"
"ICIS","7730259","110000391068","EPA","AIF","NONC","Notice of Noncompliance Issued","10/26/2005","05-100022151","CERCLA"
"RCRAINFO","OHD038954525","110000391095","EPA","AIF","NOV","Notice of Violation","11/14/2007","05-200008308","RCRA"
"RCRAINFO","OHD004211587","110000391479","EPA","AIF","NOV","Notice of Violation","05/11/2015","05-200120191","RCRA"
"RCRAINFO","OHD002946291","110000391656","EPA","AIF","NOV","Notice of Violation","10/05/2004","05-100021488","RCRA"
"RCRAINFO","OHD002946291","110000391656","EPA","AIF","NOV","Notice of Violation","06/22/2020","05-200187501","RCRA"
"RCRAINFO","OHD986966323","110000391772","EPA","AIF","NOV","Notice of Violation","07/29/2016","05-200140313","RCRA"
"ICIS","3400030891","110000391772","EPA","AIF","NOV","Notice of Violation","11/20/2012","05-200081957","FIFRA"
"RCRAINFO","OHD016121048","110000391861","EPA","AIF","NOV","Notice of Violation","04/13/2007","05-200006065","RCRA"
"RCRAINFO","OHD004157418","110000391898","EPA","AIF","NOV","Notice of Violation","09/03/2008","05-200010350","RCRA"
"RCRAINFO","OHD004157418","110000391898","EPA","AIF","NOV","Notice of Violation","10/17/2012","05-200075296","RCRA"
"RCRAINFO","OHD987000015","110000392067","EPA","AIF","NOV","Notice of Violation","08/10/2016","05-200140582","RCRA"
"ICIS","7825940","110000392183","EPA","AIF","NOV","Notice of Violation","01/05/2006","05-100022325","FIFRA"
"ICIS","7825940","110000392183","EPA","AIF","NOV","Notice of Violation","09/26/2011","05-200053660","FIFRA"
"ICIS","3000009552","110000392209","EPA","AIF","NOV","Notice of Violation","02/21/2012","05-200064953","FIFRA"
"ICIS","3000009552","110000392209","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","07/30/2014","05-200103880","FIFRA"
"RCRAINFO","OHD092824200","110000392432","EPA","AIF","NOV","Notice of Violation","09/21/2015","05-200134481","RCRA"
"ICIS","2658539","110000392487","EPA","AIF","NONC","Notice of Noncompliance Issued","01/03/2003","05-100018969","CERCLA"
"ICIS","3400103638","110000392726","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","03/27/2014","05-200104008","FIFRA"
"ICIS","3400103638","110000392726","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","05/22/2014","05-200104185","FIFRA"
"RCRAINFO","OHD052150703","110000392744","EPA","AIF","NOV","Notice of Violation","02/17/2016","05-200134214","RCRA"
"ICIS","3600144309","110000393039","EPA","AIF","NONC","Notice of Noncompliance Issued","05/27/2016","05-200137850","CERCLA"
"RCRAINFO","OHD059109652","110000393075","EPA","AIF","NOV","Notice of Violation","01/21/2021","05-200193482","RCRA"
"RCRAINFO","OHD987033966","110000393137","EPA","AIF","NOV","Notice of Violation","08/31/2010","05-200039491","RCRA"
"RCRAINFO","OHD004253704","110000393164","EPA","AIF","NOV","Notice of Violation","06/03/2005","05-100021434","RCRA"
"ICIS","6679859","110000393182","EPA","AIF","NONC","Notice of Noncompliance Issued","03/08/2005","05-100021326","EPCRA"
"RCRAINFO","OHD000817312","110000393191","EPA","AIF","NOV","Notice of Violation","01/15/2025","05-200271614","RCRA"
"RCRAINFO","OHD053072815","110000393280","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/16/2025","05-200275887","RCRA"
"RCRAINFO","OHD987040821","110000393299","EPA","AIF","NOV","Notice of Violation","04/14/2020","05-200185159","RCRA"
"RCRAINFO","OHD061705547","110000393379","EPA","AIF","NOV","Notice of Violation","04/05/2005","05-100021345","RCRA"
"RCRAINFO","OHD980821862","110000393388","EPA","AIF","NOV","Notice of Violation","07/19/2021","05-200202623","RCRA"
"RCRAINFO","OHD980821862","110000393388","EPA","AIF","NOV","Notice of Violation","05/02/2024","05-200253673","RCRA"
"RCRAINFO","OHD083377010","110000393583","EPA","AIF","NOV","Notice of Violation","04/09/2018","05-200161321","RCRA"
"ICIS","3400104802","110000393707","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","06/06/2014","05-200104234","FIFRA"
"RCRAINFO","OHD076777788","110000393716","EPA","AIF","NOV","Notice of Violation","05/19/2020","05-200186490","RCRA"
"ICIS","1800063754","110000393930","EPA","AIF","NONC","Notice of Noncompliance Issued","12/01/2010","05-200042170","CERCLA"
"ICIS","6513144","110000393958","EPA","AIF","NONC","Notice of Noncompliance Issued","03/27/2019","05-200172088","CERCLA"
"RCRAINFO","OHD076796887","110000394074","EPA","AIF","NOV","Notice of Violation","10/01/2007","05-200007167","RCRA"
"RCRAINFO","OHD076796887","110000394074","EPA","AIF","NOV","Notice of Violation","06/26/2015","05-200124957","RCRA"
"ICIS","1400021056","110000394298","EPA","AIF","NONC","Notice of Noncompliance Issued","06/19/2009","05-200015946","CERCLA"
"RCRAINFO","OHD077432409","110000394387","EPA","AIF","NOV","Notice of Violation","07/16/2007","05-200006550","RCRA"
"ICIS","7733382","110000394387","EPA","AIF","NONC","Notice of Noncompliance Issued","05/23/2007","05-200006360","CERCLA"
"RCRAINFO","OHD004278362","110000394699","EPA","AIF","NOV","Notice of Violation","09/25/2025","05-200281856","RCRA"
"RCRAINFO","OHD981793698","110000394733","EPA","AIF","NOV","Notice of Violation","12/27/2017","05-200158989","RCRA"
"RCRAINFO","OHD004855292","110000394804","EPA","AIF","NOV","Notice of Violation","08/01/2012","05-200078770","RCRA"
"RCRAINFO","OHD004855292","110000394804","EPA","AIF","NOV","Notice of Violation","04/25/2017","05-200149591","RCRA"
"ICIS","8028670","110000394859","EPA","AIF","NONC","Notice of Noncompliance Issued","04/05/2006","05-100022019","FIFRA"
"ICIS","3400104715","110000394859","EPA","AIF","LOVWL","Letter of Violation/ Warning Letter","04/17/2014","05-200104208","FIFRA"
"RCRAINFO","OHD093945293","110000394920","EPA","AIF","NOV","Notice of Violation","10/09/2015","05-200129991","RCRA"
"RCRAINFO","OHD981190903","110000395046","EPA","AIF","NOV","Notice of Violation","09/07/2005","05-100021905","RCRA"
"RCRAINFO","OHD004293775","110000395242","EPA","AIF","NOV","Notice of Violation","03/07/2018","05-200160220","RCRA"
"RCRAINFO","OH7890008983","110000395260","EPA","AIF","NOV","Notice of Violation","07/12/2005","05-100021801","RCRA"
"RCRAINFO","OH7890008983","110000395260","EPA","AIF","NOV","Notice of Violation","06/14/2007","05-200006857","RCRA"
"RCRAINFO","OH7890008983","110000395260","EPA","AIF","NOV","Notice of Violation","09/19/2014","05-200105871","RCRA"
"RCRAINFO","OH7890008983","110000395260","EPA","AIF","NOV","Notice of Violation","06/26/2015","05-200124573","RCRA"
"RCRAINFO","OH7890008983","110000395260","EPA","AIF","NOV","Notice of Violation","05/05/2024","05-200254312","RCRA"
"ICIS","3400075458","110000395260","EPA","AIF","NOV","Notice of Violation","07/17/2014","05-200101518","RCRA"
"RCRAINFO","OHD987054723","110000395260","EPA","AIF","NOV","Notice of Violation","08/29/2005","05-100021686","RCRA"
"RCRAINFO","OHD987054723","110000395260","EPA","AIF","NOV","Notice of Violation","06/14/2007","05-200006860","RCRA"
"RCRAINFO","OHD987054723","110000395260","EPA","AIF","NOV","Notice of Violation","09/10/2014","05-200103253","RCRA"
"RCRAINFO","OHD004389870","110000395340","EPA","AIF","NOV","Notice of Violation","04/02/2010","05-200040389","RCRA"
"ICIS","2600032253","110000395420","EPA","AIF","NOV","Notice of Violation","10/21/2011","05-200054196","FIFRA"
"RCRAINFO","OH0000000695","110000395634","EPA","AIF","NOV","Notice of Violation","05/13/2009","05-200015295","RCRA"
"RCRAINFO","OHD987030244","110000395689","EPA","AIF","NOV","Notice of Violation","10/30/2009","05-200024250","RCRA"
"ICIS","6680458","110000395901","EPA","AIF","NOV","Notice of Violation","06/10/2004","05-100020868","EPCRA"
"RCRAINFO","OHD986967404","110000395938","EPA","AIF","NOV","Notice of Violation","03/09/2010","05-200033773","RCRA"
"RCRAINFO","OHD005039722","110000395974","EPA","AIF","NOV","Notice of Violation",,"05-200011226","RCRA"
"RCRAINFO","OHD005049184","110000396009","EPA","AIF","NOV","Notice of Violation","09/07/2005","05-100021907","RCRA"
"RCRAINFO","INR000115253","110000396483","EPA","AIF","NOV","Notice of Violation","04/19/2019","05-200172855","RCRA"
"ICIS","2600036323","110000397026","EPA","AIF","NOV","Notice of Violation","11/07/2011","05-200056311","RCRA"
