"ACTIVITY_ID","CASE_NUMBER","REGIONAL_DOCKET_NMBR"
"600028421","03-2007-0100","CWA-03-2007-0100"
"8438","02-2001-3801","CWA-02-2001-3801"
"8772","02-2002-3001","CWA-02-2002-3001"
"8775","02-2002-3004","CWA-02-2002-3004"
"8778","02-2002-3007","CWA-02-2002-3007"
"8781","02-2002-3010","CWA-02-2002-3010"
"12424","03-1988-0449","III-88-025VA"
"7615","02-2000-8023","SDWA-02-2000-8023"
"7616","02-2000-8024","SDWA-02-2000-8024"
"7617","02-2000-8025","SDWA-02-2000-8025"
"9511","03-1981-0746","III-81-046DW"
"9512","03-1981-0747","III-81-047DW"
"9513","03-1981-0748","III-81-048DW"
"9514","03-1981-0749","III-81-049DW"
"9515","03-1981-0750","III-81-050DW"
"9516","03-1981-0752","III-81-052DW"
"9517","03-1981-0756","III-81-056DW"
"9518","03-1981-0757","III-81-057DW"
"9519","03-1981-0758","III-81-058DW"
"9520","03-1981-0760","III-81-060DW"
"9521","03-1981-0761","III-81-061DW"
"12926","03-1989-0088","III-1989-007DS"
"12927","03-1989-0089","03-89-007VS"
"12928","03-1989-0090","TSCA-III-418"
"12929","03-1989-0091","III-89-003DA"
"12579","03-1988-0635","03-88-0111NT"
"12580","03-1988-0636","03-88-0112NT"
"12581","03-1988-0637","III-88-40-DC"
"12582","03-1988-0638","III-88-41-DC"
"12583","03-1988-0639","III-88-42-DC"
"12584","03-1988-0640","III-88-037DW"
"12585","03-1988-0641","III-88-038DW"
"6883","02-1999-1047","CAA-02-99-1047"
"6884","02-1999-1048","CAA-02-99-1048"
"6886","02-1999-1053","CAA-02-99-1053"
"6887","02-1999-1054","CAA-02-99-1054"
"6888","02-1999-1057","CAA-02-99-1057"
"6889","02-1999-1059","CAA-02-99-1059"
"5427","02-1995-0228","EPA-CWA-II-95-39"
"5428","02-1995-0229","EPA-CWA-II-95-48"
"5432","02-1995-0233","133-95-027"
"2040","02-1986-0055","85-0213"
"2042","02-1986-0057","86-0101"
"2043","02-1986-0058","84-0119"
"2046","02-1986-0061","85-0109"
"2047","02-1986-0062","86-0102"
"2049","02-1986-0064","85-0206"
"2052","02-1986-0067","85-0205"
"2053","02-1986-0068","83-0407"
"2054","02-1986-0069","84-0243"
"4244","02-1991-0254","489-C"
"4248","02-1991-0258","91-0193"
"4252","02-1991-0262","487-C"
"5190","02-1994-0290","UIC-94-01"
"5192","02-1994-0292","CWA-94-93"
"6455","02-1998-0102","II-RCRA-98-0302"
"6456","02-1998-0103","II-RCRA-98-0303"
"4012","02-1990-0398","90-0302"
"3870","02-1990-0137","90-0204"
"3871","02-1990-0138","90-0206"
"600030304","03-2007-0043","RCRA-03-2007-0043"
"3971","02-1990-0277","90-0234"
"3972","02-1990-0278","90-0309"
"3973","02-1990-0279","90-0002"
"600029494","02-2007-2002","CERCLA-02-2007-2002"
"600030085","08-2007-0053","SDWA-08-2007-0032"
"600028657","06-2007-3525","CAA-06-2007-3525"
"600028818","05-2007-0039","EPCRA-05-2007-0008"
"600028828","05-2007-0040","EPCRA-05-2007-0004"
"4935","02-1994-0021","II-RCRA 94-0201"
"7881","02-2000-8289","SDWA-02-2000-8289"
"7882","02-2000-8290","SDWA-02-2000-8290"
"7883","02-2000-8291","SDWA-02-2000-8291"
"7884","02-2000-8292","SDWA-02-2000-8292"
"7885","02-2000-8293","SDWA-02-2000-8293"
"7886","02-2000-8294","SDWA-02-2000-8294"
"7887","02-2000-8295","SDWA-02-2000-8295"
"7888","02-2000-8296","SDWA-02-2000-8296"
"7889","02-2000-8297","SDWA-02-2000-8297"
"9638","03-1984-0007","84-2842"
"9644","03-1984-0014","85-0013-L"
"9660","03-1984-0500","III-84-001VA"
"18402","03-1999-0031","CWA-3-99-0005"
"18494","03-1999-0127","III-99-015DW"
"16010","03-1992-0425","III-92-038DS"
"16011","03-1992-0426","RCRA-3-062CA"
"16012","03-1992-0427","RCRA-3-063CA"
"16013","03-1992-0428","3-FF-RCRA-013"
"16014","03-1992-0429","III-1992-041DS"
"10830","03-1986-0666","03-86-0083NT"
"10831","03-1986-0667","03-86-0084NT"
"9341","03-1981-0369","III-86-10-DC"
"11252","03-1987-0184","III-1987-015DS"
"11253","03-1987-0185","III-1987-016DS"
"11254","03-1987-0186","III-1987-017DS"
"9881","03-1985-0089","RCRA-III-030"
"9882","03-1985-0090","RCRA-III-031"
"9883","03-1985-0091","RCRA-III-032"
"9936","03-1985-0144","RCRA-III-085"
"9937","03-1985-0145","RCRA-III-086"
"9938","03-1985-0146","RCRA-III-087"
"9939","03-1985-0147","RCRA-III-088"
"9941","03-1985-0149","RCRA-III-090"
"9945","03-1985-0153","RCRA-III-094"
"9946","03-1985-0154","RCRA-III-095"
"9947","03-1985-0155","RCRA-III-096"
"9948","03-1985-0156","RCRA-III-097"
"9949","03-1985-0157","RCRA-III-098"
"8603","02-2001-8093","SDWA-02-2001-8093"
"8604","02-2001-8094","SDWA-02-2001-8094"
"8605","02-2001-8095","SDWA-02-2001-8095"
"9117","03-1981-0142","III-83-20-VR"
"9118","03-1981-0143","III-83-21-VR"
"8035","02-2000-8444","SDWA-02-2000-8444"
"8036","02-2000-8445","SDWA-02-2000-8445"
"136","01-1987-0018","89-0172"
"154","01-1988-0016","88-0531"
"162","01-1988-0024","CA89-30048-F"
"167","01-1989-0003","89-234-D"
"1004","01-1999-0013","99-1213"
"1005","01-1999-0014","99-093"
"1006","01-1999-0015","99-094"
"1007","01-1999-0016","99-064"
"1008","01-1999-0017","99-065"
"56476","EF-1985-0003","85-135"
"56478","EF-1985-0005","85-2918"
"56480","EF-1985-0008","85-2919"
"57371","HQ-1998-0200","TSCA-97-H-37"
"57372","HQ-1998-0301","98CV02547(DC)"
"8136","02-2000-9102","TSCA-02-2000-9102"
"8139","02-2000-9105","TSCA-02-2000-9105"
"8140","02-2000-9111","TSCA-02-2000-9111"
"8142","02-2000-9114","TSCA-02-2000-9114"
"7739","02-2000-8147","SDWA-02-2000-8147"
"7742","02-2000-8150","SDWA-02-2000-8150"
"7175","02-1999-8019","SDWA-02-99-8019"
"7176","02-1999-8020","SDWA-02-99-8020"
"7177","02-1999-8021","SDWA-02-99-8021"
"7178","02-1999-8022","SDWA-02-99-8022"
"7179","02-1999-8023","SDWA-02-99-8023"
"7180","02-1999-8024","SDWA-02-99-8024"
"7181","02-1999-8025","SDWA-02-99-8025"
"11994","03-1987-0968","III-88-08-DC"
"11995","03-1987-0969","III-88-09-DC"
"11996","03-1987-0970","III-88-10-DC"
"11997","03-1987-0971","III-88-00-DC"
"600029249","04-2007-0769","SDWA-04-2007-0769"
"600029261","04-2007-0770","SDWA-04-2007-0770"
"10439","03-1986-0274","03-84-0064NT"
"10440","03-1986-0275","03-84-0065NT"
"10441","03-1986-0276","03-85-0001NT"
"600027687","03-2007-0040","CWA-03-2007-0040"
"600027828","06-2007-1718","CWA-06-2007-1718"
"600027899","02-2007-9244","TSCA-02-2007-9244"
"600027940","03-2007-0072","RCRA-03-2007-0072FC"
"3883","02-1990-0150","90-0201"
"3887","02-1990-0154","90-0227"
"3889","02-1990-0156","90-0116"
"3893","02-1990-0160","90-0226"
"3903","02-1990-0178","90-3880"
"3992","02-1990-0377","90-0214"
"3996","02-1990-0381","90-0304"
"4001","02-1990-0386","90-0111"
"9348","03-1981-0376","III-86-17-DC"
"9349","03-1981-0377","III-86-18-DC"
"9350","03-1981-0378","III-87-01-DC"
"9351","03-1981-0379","III-87-02-DC"
"9352","03-1981-0381","III-87-03-DC"
"9353","03-1981-0382","III-87-04-DC"
"9354","03-1981-0383","III-87-05-DC"
"9355","03-1981-0384","III-87-06-DC"
"9356","03-1981-0385","III-87-07-DC"
"9357","03-1981-0386","III-87-08-DC"
"9358","03-1981-0387","III-87-09-DC"
"9359","03-1981-0388","III-87-10-DC"
"9360","03-1981-0389","III-87-11-DC"
"9361","03-1981-0390","III-87-12-DC"
"9545","03-1981-0788","III-81-088DW"
"9546","03-1981-0789","III-81-090DW"
"9547","03-1981-0790","III-81-089DW"
"9548","03-1981-0791","III-81-091DW"
"9549","03-1981-0792","III-81-092DW"
"9550","03-1981-0793","III-81-093DW"
"9551","03-1981-0794","III-81-094DW"
"9557","03-1982-0025","83-0070-W"
"9562","03-1982-0036","83-0676,84-0366"
"7618","02-2000-8026","SDWA-02-2000-8026"
"13146","03-1989-0309","03-89-0155NT"
"13147","03-1989-0310","03-89-0156NT"
"13148","03-1989-0311","03-89-0157NT"
"13149","03-1989-0312","03-89-0158NT"
"13150","03-1989-0313","03-89-0159NT"
"7378","02-2000-3018","CWA-02-2000-3018"
"8563","02-2001-8048","SDWA-02-2001-8048"
"8564","02-2001-8049","SDWA-02-2001-8049"
"8565","02-2001-8050","SDWA-02-2001-8050"
"8566","02-2001-8051","SDWA-02-2001-8051"
"8568","02-2001-8053","SDWA-02-2001-8053"
"8569","02-2001-8055","SDWA-02-2001-8055"
"8570","02-2001-8056","SDWA-02-2001-8056"
"8571","02-2001-8057","SDWA-02-2001-8057"
"8572","02-2001-8058","SDWA-02-2001-8058"
"8573","02-2001-8059","SDWA-02-2001-8059"
"8574","02-2001-8060","SDWA-02-2001-8060"
"8575","02-2001-8061","SDWA-02-2001-8061"
"8576","02-2001-8062","SDWA-02-2001-8062"
"8577","02-2001-8063","SDWA-02-2001-8063"
"12586","03-1988-0642","III-88-039DW"
"12587","03-1988-0643","III-88-040DW"
"12588","03-1988-0644","III-88-041DW"
"12589","03-1988-0645","III-88-042DW"
"12590","03-1988-0646","III-88-043DW"
"12591","03-1988-0647","III-88-044DW"
"12592","03-1988-0648","CWA-III-019"
"12594","03-1988-0650","FIFRA-03SS-008"
"12595","03-1988-0651","III-364-C"
"12596","03-1988-0654","III-79-002DW"
"12597","03-1988-0655","III-79-003DW"
"12598","03-1988-0656","III-79-005DW"
"12599","03-1988-0658","III-79-007DW"
"8755","02-2002-1278","CAA-02-2002-1278"
"9429","03-1981-0458","III-87-001DA"
"9430","03-1981-0459","III-87-002DA"
"9431","03-1981-0460","III-87-003DA"
"9432","03-1981-0461","III-87-004DA"
"9433","03-1981-0462","III-87-005DA"
"4622","02-1992-0275","92-0217"
"4627","02-1992-0280","92-0223"
"4635","02-1992-0288","92-0114"
"5316","02-1995-0114","EPA-CWA-II-95-44"
"5317","02-1995-0115","EPA-CWA-II-95-42"
"2200029638","04-2011-2006","CERCLA-04-2011-2006(b)"
"8137","02-2000-9103","TSCA-02-2000-9103"
"1956","02-1985-0055","87-3398-AJL"
"2056","02-1986-0072","85-0236"
"1474","01-2001-0016","1-1001-0007"
"1475","01-2001-0017","1-2001-0008"
"1476","01-2001-0018","01-2000-038"
"600031990","06-2007-1820","CWA-06-2007-1820"
"600033087","06-2007-4507","06-2007-4507"
"57283","HQ-1997-0468","TSCA 97-H-30"
"57284","HQ-1997-0469","TSCA-97-H-31"
"57285","HQ-1997-0470","TSCA-97-H-32"
"57286","HQ-1997-0471","TSCA-97-H-33"
"57287","HQ-1997-0472","TSCA-97-H-34"
"57288","HQ-1997-0473","TSCA-97-H-35"
"57289","HQ-1997-0474","TSCA-97-H-36"
"57292","HQ-1997-0477","97-H-11"
"57295","HQ-1998-0002","4738"
"57298","HQ-1998-0005","4736"
"57299","HQ-1998-0006","4584"
"57302","HQ-1998-0009","FIFRA-98-H-02"
"57303","HQ-1998-0010","FIFRA-98-H-05"
"57304","HQ-1998-0011","FIFRA-98-H-10"
"57305","HQ-1998-0015","FIFRA-98-H-04"
"57306","HQ-1998-0016","FIFRA-98-H-06"
"132","01-1987-0013","N-87-52 PCD"
"9437","03-1981-0466","III-87-011DA"
"7051","02-1999-3308","CWA-02-99-3308"
"7053","02-1999-3310","CWA-02-99-3310"
"8741","02-2002-1003","CAA-02-2002-1003"
"10039","03-1985-0714","III-86-015DW"
"9884","03-1985-0092","RCRA-III-033"
"9885","03-1985-0093","RCRA-III-034"
"9886","03-1985-0094","RCRA-III-035"
"9887","03-1985-0095","RCRA-III-036"
"9888","03-1985-0096","RCRA-III-037"
"9889","03-1985-0097","RCRA-III-038"
"9890","03-1985-0098","RCRA-III-039"
"9891","03-1985-0099","RCRA-III-040"
"9892","03-1985-0100","RCRA-III-041"
"11248","03-1987-0180","03-87-0113NT"
"11250","03-1987-0182","03-87-0115NT"
"11251","03-1987-0183","87-0887"
"4381","02-1992-0028","92-0216"
"4387","02-1992-0034","92-0101"
"4388","02-1992-0035","92-0208"
"5623","02-1996-0019","UIC-AO-96-01"
"5475","02-1995-0276","95-0113"
"5481","02-1995-0284","95-0117"
"9740","03-1984-0676","III-84-076DW"
"9741","03-1984-0677","III-84-077DW"
"9742","03-1984-0802","III-85-002DW"
"9743","03-1984-0803","III-85-003DW"
"9744","03-1984-0804","III-85-004DW"
"9745","03-1984-0805","III-85-005DW"
"9746","03-1984-0806","III-85-006DW"
"9747","03-1984-0807","III-85-007DW"
"9748","03-1984-0808","III-85-008DW"
"9749","03-1984-0809","III-85-009DW"
"9750","03-1984-0810","III-85-010DW"
"9751","03-1984-0811","III-85-011DW"
"6272","02-1997-0369","II CERCLA-97-0302"
"6273","02-1997-0370","113-95-055"
"6274","02-1997-0371","113-95-056"
"6276","02-1997-0373","113-97-101"
"6277","02-1997-0374","113-97-125"
"6279","02-1997-0376","113-97-126"
"9232","03-1981-0259","III-85-45-VR"
"9233","03-1981-0260","III-85-47-VR"
"9234","03-1981-0261","III-85-48-VR"
"9235","03-1981-0262","III-85-49-VR"
"9236","03-1981-0263","III-85-50-VR"
"12546","03-1988-0593","III-83-070DW"
"12547","03-1988-0594","III-83-071DW"
"12548","03-1988-0595","III-83-072DW"
"12549","03-1988-0596","III-83-073DW"
"12550","03-1988-0597","III-83-074DW"
"8293","02-2001-1254","CAA-02-2001-1254"
"8788","02-2002-3018","CWA-02-2002-3018"
"8792","02-2002-3027","CWA-02-2002-3027"
"8796","02-2002-3086","CWA-02-2002-3086"
"12931","03-1989-0093","III-89-008VA"
"12932","03-1989-0094","III-89-09-DC"
"12933","03-1989-0095","III-89-08-DC"
"12395","03-1988-0419","03-88-0080NT"
"12396","03-1988-0420","03-88-0081NT"
"12398","03-1988-0422","03-88-0085NT"
"12400","03-1988-0424","88-448"
"12404","03-1988-0428","88-7718"
"6236","02-1997-0333","EPA-CWA-II-97-153"
"6237","02-1997-0334","EPA-CWA-II-97-154"
"6238","02-1997-0335","CERCLA 97-0104"
"7879","02-2000-8287","SDWA-02-2000-8287"
"57277","HQ-1997-0462","TSCA-97-H-24"
"57279","HQ-1997-0464","TSCA 97-H26"
"57280","HQ-1997-0465","TSCA 97-H-27"
"57281","HQ-1997-0466","TSCA 97-H-28"
"57282","HQ-1997-0467","TSCA 97-H-29"
"866","01-1998-0057","CWA-2-I-98-1026"
"868","01-1998-0059","TSCA-I-98-1022"
"870","01-1998-0061","RCRA-I-1097"
"876","01-1998-0067","3:99CV1273(JBA)"
"882","01-1998-0073","CWA-2-I-98-1017"
"884","01-1998-0075","98-02"
"885","01-1998-0077","CERCLA-I-98-1035"
"887","01-1998-0079","98-08"
"600030634","02-2007-5115","FIFRA-02-2007-5115"
"4119","02-1991-0127","91-0109"
"6060","02-1997-0147","113-97-028"
"6061","02-1997-0148","113-97-029"
"6062","02-1997-0149","113-97-030"
"10442","03-1986-0277","03-85-0002NT"
"10443","03-1986-0278","03-85-0003NT"
"10444","03-1986-0279","03-85-0004NT"
"9500","03-1981-0734","III-81-034DW"
"9501","03-1981-0736","III-81-036DW"
"9434","03-1981-0463","III-87-006DA"
"9435","03-1981-0464","III-87-008DA"
"9436","03-1981-0465","III-87-010DA"
"4396","02-1992-0043","92-0009"
"4404","02-1992-0052","91-0236"
"4409","02-1992-0058","92-0001"
"4416","02-1992-0065","92-0113"
"5035","02-1994-0125","EPA-CWA-II-94-77"
"7761","02-2000-8169","SDWA-02-2000-8169"
"7762","02-2000-8170","SDWA-02-2000-8170"
"5667","02-1996-0063","EPA-CWA-II-96-41"
"6546","02-1998-0196","98-02-PWS-PR-AO-396F"
"6547","02-1998-0197","98-02-PWS-PR-AO-400F"
"6548","02-1998-0198","98-02-PWS-PR-AO-399F"
"6549","02-1998-0199","98-02-PWS-PR-AO-401F"
"6550","02-1998-0200","98-02-PWS-PR-AO-398F"
"6551","02-1998-0201","98-02-PWS-PR-AO-397F"
"6552","02-1998-0202","98-02-PWS-PR-AO-276A"
"6553","02-1998-0203","98-02-PWS-PR-AO-282F"
"6554","02-1998-0204","98-02-PWS-PR-AO-289F"
"6555","02-1998-0205","98-02-PWS-PR-AO-298F"
"6556","02-1998-0206","98-02-PWS-PR-AO-368A"
"6557","02-1998-0207","98-02-PWS-PR-AO-391F"
"6558","02-1998-0208","98-02-PWS-PR-AO-392F"
"6002","02-1997-0089","II-TSCA-8A-97-0207"
"6288","02-1997-0385","113-97-049"
"6290","02-1997-0387","97-0104"
"5985","02-1997-0072","97-02-PWS-PR-AO-067A"
"8037","02-2000-8446","SDWA-02-2000-8446"
"12495","03-1988-0532","III-83-008DW"
"7047","02-1999-3304","CWA-02-99-3304"
"7048","02-1999-3305","CWA-02-99-3305"
"7049","02-1999-3306","CWA-02-99-3306"
"7050","02-1999-3307","CWA-02-99-3307"
"8259","02-2001-1029","CAA-02-2001-1029"
"8261","02-2001-1031","CAA-02-2001-1031"
"8263","02-2001-1033","CAA-02-2001-1033"
"600028821","03-2007-0108","07-597"
"600028994","02-2007-7928","II-UST-FC-1150"
"600029125","03-2007-0069","CWA-03-2007-0069"
"600029135","07-2007-0075","6:07-CV-2019"
"7787","02-2000-8195","SDWA-02-2000-8195"
"7789","02-2000-8197","SDWA-02-2000-8197"
"6131","02-1997-0221","EPA-CWA-II-97-80"
"6132","02-1997-0222","EPA-CWA-II-97-81"
"9726","03-1984-0661","III-84-061DW"
"9727","03-1984-0662","III-84-062DW"
"8128","02-2000-8738","SDWA-02-2000-8738"
"8129","02-2000-8739","SDWA-02-2000-8739"
"8130","02-2000-8740","SDWA-02-2000-8740"
"8131","02-2000-8741","SDWA-02-2000-8741"
"9762","03-1984-0827","III-85-027DW"
"9763","03-1984-0828","III-86-028DW"
"9764","03-1984-0829","III-85-029DW"
"9765","03-1984-0830","III-85-030DW"
"9766","03-1984-0832","III-85-032DW"
"9767","03-1984-0833","III-85-033DW"
"9768","03-1984-0834","III-85-034DW"
"3561","02-1989-0261","AO-NJ-13"
"3569","02-1989-0269","89-0102"
"3574","02-1989-0274","89-0215"
"3577","02-1989-0277","397-C"
"3579","02-1989-0279","399-C"
"3582","02-1989-0282","401-C"
"3586","02-1989-0286","390-C"
"6353","02-1997-0453","II-CERCLA-97-0113"
"7944","02-2000-8353","SDWA-02-2000-8353"
"7945","02-2000-8354","SDWA-02-2000-8354"
"7946","02-2000-8355","SDWA-02-2000-8355"
"7947","02-2000-8356","SDWA-02-2000-8356"
"7948","02-2000-8357","SDWA-02-2000-8357"
"7949","02-2000-8358","SDWA-02-2000-8358"
"7950","02-2000-8359","SDWA-02-2000-8359"
"7951","02-2000-8360","SDWA-02-2000-8360"
"7952","02-2000-8361","SDWA-02-2000-8361"
"11940","03-1987-0910","III-80-021VA"
"11941","03-1987-0911","III-80-022VA"
"10175","03-1986-0009","TSCA-III-005"
"7830","02-2000-8238","SDWA-02-2000-8238"
"7831","02-2000-8239","SDWA-02-2000-8239"
"8341","02-2001-3017","CWA-02-2001-3017"
"8342","02-2001-3018","CWA-02-2001-3018"
"8343","02-2001-3019","CWA-02-2001-3019"
"8344","02-2001-3020","CWA-02-2001-3020"
"8346","02-2001-3022","CWA-02-2001-3022"
"8347","02-2001-3023","CWA-02-2001-3023"
"8348","02-2001-3024","CWA-02-2001-3024"
"8349","02-2001-3026","CWA-02-2001-3026"
"10984","03-1986-0824","03-86-0171NT"
"10985","03-1986-0825","03-86-0172NT"
"10986","03-1986-0826","03-86-0173NT"
"10987","03-1986-0827","03-86-0174NT"
"10254","03-1986-0088","TSCA-III-081"
"10165","03-1985-0855","III-87-093DW"
"10585","03-1986-0420","03-86-0043NT"
"10586","03-1986-0421","03-86-0044NT"
"10588","03-1986-0423","03-86-0046NT"
"10589","03-1986-0424","03-86-0047NT"
"10590","03-1986-0425","03-86-0048NT"
"11144","03-1987-0073","03-87-0078NT"
"11145","03-1987-0074","03-87-0079NT"
"11146","03-1987-0075","03-87-0080NT"
"11147","03-1987-0076","03-87-0076NT"
"11148","03-1987-0077","03-87-0081NT"
"14388","03-1989-1556","CWA-III-030"
"14389","03-1989-1557","III-89-29-DC"
"14391","03-1989-1559","III-89-30-DC"
"14392","03-1989-1560","III-384-C"
"14393","03-1989-1561","III-385-C"
"10445","03-1986-0280","03-85-0005NT"
"14994","03-1990-0518","TSCA-III-543"
"18628","03-1999-0273","FIFRA-3-1999-0013"
"18629","03-1999-0274","III-99-020DW"
"18630","03-1999-0275","III-99-021DN"
"18632","03-1999-0277","III-99-039DW"
"18635","03-1999-0280","CWA-3-99-0036"
"265","01-1993-0013","93-10923T"
"267","01-1993-0016","3:94CV01709(PCD"
"282","01-1994-0002","87-2498-T"
"286","01-1994-0006","CA # 95-617P"
"2947","02-1988-0279","87-0206"
"3261","02-1988-0734","79-0201"
"3295","02-1988-0768","84-0105"
"2581","02-1987-0383","87-0271"
"2591","02-1987-0394","87-0218"
"2593","02-1987-0397","87-0224"
"57656","HQ-1999-2600","FIFRA-HQ-99-0001"
"57658","HQ-1999-6000","EPCRA-HQ-99-001"
"57661","HQ-1999-6003","EPCRA-HQ-99-004"
"57662","HQ-1999-6004","EPCRA-HQ-99-004"
"57665","HQ-1999-6007","EPCRA-HQ-99-008"
"3523","02-1989-0218","89-0101"
"3750","02-1989-0458","90-0101"
"3542","02-1989-0240","388-C"
"3543","02-1989-0241","389-C"
"3551","02-1989-0251","AO-NJ-30"
"3557","02-1989-0257","AO-NJ-18"
"11942","03-1987-0912","III-80-023VA"
"11943","03-1987-0913","III-80-024VA"
"11944","03-1987-0914","III-80-025VA"
"11945","03-1987-0915","III-80-026VA"
"11946","03-1987-0916","III-80-028VA"
"11947","03-1987-0917","III-80-029VA"
"11948","03-1987-0918","III-80-030VA"
"11949","03-1987-0919","III-80-031VA"
"11950","03-1987-0920","III-80-033VA"
"11951","03-1987-0921","III-80-035VA"
"11952","03-1987-0922","III-80-036VA"
"10144","03-1985-0834","III-87-071DW"
"10145","03-1985-0835","III-87-073DW"
"10146","03-1985-0836","III-87-074DW"
"10147","03-1985-0837","III-87-075DW"
"10148","03-1985-0838","III-87-076DW"
"10149","03-1985-0839","III-87-077DW"
"10150","03-1985-0840","III-87-078DW"
"10151","03-1985-0841","III-87-079DW"
"8451","02-2001-4204","EPCRA-02-2001-4204"
"7126","02-1999-7106","SB-R2-2000-007"
"12934","03-1989-0096","III-89-10-DC"
"12936","03-1989-0098","III-1989-008DS"
"12937","03-1989-0099","III-1989-009DS"
"12939","03-1989-0101","III-1989-010DS"
"12940","03-1989-0102","III-89-011DS"
"12941","03-1989-0103","III-1989-012DS"
"7158","02-1999-8001","SDWA-02-99-8001"
"7159","02-1999-8002","SDWA-02-99-8002"
"7160","02-1999-8003","SDWA-02-99-8003"
"7161","02-1999-8004","SDWA-02-99-8004"
"6050","02-1997-0137","113-97-038"
"6052","02-1997-0139","113-97-013"
"6933","02-1999-2010","CERCLA-02-1999-2010"
"6934","02-1999-2012","CERCLA-02-99-2012"
"6935","02-1999-2014","CERCLA-02-99-2014"
"6936","02-1999-2015","CERCLA-02-99-2015"
"6517","02-1998-0166","EPA-CWA-II-98-114"
"6518","02-1998-0167","EPA-CWA-II-98-115"
"6519","02-1998-0168","EPA-CWA-II-98-116"
"6520","02-1998-0169","113-97-130"
"6521","02-1998-0170","113-97-135"
"6522","02-1998-0171","113-98-006"
"6523","02-1998-0172","113-98-009"
"6524","02-1998-0173","113-98-004"
"6525","02-1998-0174","113-97-134"
"5482","02-1995-0285","95-0117"
"5484","02-1995-0287","95-0118"
"6096","02-1997-0183","II-RCRA-97-0308"
"6097","02-1997-0184","II-RCRA-97-0306"
"2597","02-1987-0411","87-0107"
"3167","02-1988-0634","88-0262"
"3168","02-1988-0635","88-0265"
"4090","02-1991-0098","91-0009"
"2653","02-1987-0479","87-0129"
"2655","02-1987-0481","352C"
"5872","02-1996-0279","II-CERCLA-96-0211"
"5881","02-1996-0289","II-RCRA-96-0206"
"5888","02-1996-0296","I F&R-II-543-C"
"2433","02-1987-0157","87-0312"
"2434","02-1987-0158","87-0311"
"4269","02-1991-0279","91-0208"
"4277","02-1991-0288","477-C"
"4133","02-1991-0141","II-TSCA-PCB-91-0213"
"4137","02-1991-0145","91-0209"
"6399","02-1998-0043","EPA-CWA-II-98-35"
"6894","02-1999-1092","CAA-02-99-1092"
"6896","02-1999-1094","CAA-02-99-1094"
"6898","02-1999-1101","CAA-02-99-1101"
"6899","02-1999-1112","CAA-02-99-1112"
"4108","02-1991-0116","90-0105"
"2001","02-1986-0016","84-0201"
"2002","02-1986-0017","84-0301"
"2003","02-1986-0018","84-0101"
"2005","02-1986-0020","84-0202"
"2747","02-1988-0010","87-0293"
"2748","02-1988-0011","88-0105"
"6048","02-1997-0135","113-97-15"
"3819","02-1990-0079","90-0105"
"3820","02-1990-0080","90-0121"
"3824","02-1990-0084","90-0126"
"3668","02-1989-0375","90-3486"
"3221","02-1988-0692","85-0230"
"814","01-1998-0003","I-97-1091"
"915","01-1998-0108","AAA-98-0036"
"917","01-1998-0110","FIELD CIT. 98-135"
"57729","HQ-2000-0061","5081"
"58306","WF-1985-0010","85-1703"
"1","01-1971-0001","12-77"
"3919","02-1990-0194","90-0215"
"6099","02-1997-0186","II-CERCLA-96-0107"
