"ACTIVITY_ID","CASE_NUMBER","REGIONAL_DOCKET_NMBR"
"2600003705","07-2011-0126","CWA-07-2011-0047"
"2600003707","06-2010-4852","CWA-06-2010-4852"
"2600003740","07-2011-0129","CWA-07-2011-0039"
"2600033918","04-2011-1778","CAA-04-2011-1778"
"2600033923","04-2011-1777","CAA-04-2011-1777"
"2600033633","03-2011-0202","RCRA-03-2011-0202"
"2600035511","02-2011-3038","CWA-02-2011-3038"
"2600035775","06-2011-4329","CWA-06-2011-4329"
"2600035781","06-2011-4801","CWA-06-2011-100116"
"2600036483","04-2011-2048","CERCLA-04-2011-2048(b)"
"2600036542","05-2011-7081","CAA-05-2011-0039"
"2600036723","05-2011-7082","CERCLA-05-2011-0017"
"2200006470","06-2010-1915","06-2010-1915"
"2200006640","01-2010-2506","CWA-01-2010-0048"
"2200007769","05-2010-0343","V-W-10-AO-12"
"2200014214","02-2010-8318","SDWA-02-2010-8318"
"2200014264","04-2010-4772","CWA-04-2010-4772"
"2200014281","02-2010-8315","SDWA-02-2010-8315"
"2200014289","02-2010-1206","CAA-02-2010-1206"
"2200014296","08-2010-0169","CERCLA-08-2010-0005"
"2200006462","02-2009-0905","EPCRA-02-2009-0905"
"2200030169","02-2011-4204","EPCRA-02-2011-4204"
"2200007478","08-2010-0137","SDWA-08-2010-0064"
"2200007523","03-2010-0357","CWA-03-23010-0357"
"2200007581","04-2010-1255","SDWA-04-2010-1255"
"2200019490","08-2010-0141","SDWA-08-2010-0069"
"2200019587","08-2010-0217","SDWA-08-2010-0080"
"2200019587","08-2010-0217","SDWA-08-2011-0024"
"2200019611","08-2010-0219","SDWA-08-2010-0082"
"2200019626","08-2010-0220","SDWA-08-2010-0083"
"2200011735","06-2010-3696","CAA-06-2010-3696"
"2200034858","04-2010-9138","04-2010-9138"
"2200039689","06-2010-1921","06-2010-1921"
"2200040035","04-2011-0768","SDWA-04-2011-0768"
"2200040225","05-2011-7041","CAA-05-2011-0019"
"2200040225","05-2011-7041","RMP-11-ESA-006"
"2200041662","08-2011-0028","SDWA-08-2011-0015"
"2200041770","08-2011-0031","CAA-08-2011-0004"
"2200037071","02-2011-1201","CAA-02-2011-1201"
"2200037083","03-2011-0035","CAA-03-2011-0035"
"2200037095","03-2011-0048","TSCA-03-2011-0048"
"2200037097","01-2011-1501","CAA/ASB-ICO-2011-002"
"2200039632","04-2011-5002","CWA-04-2011-5002"
"2200039633","04-2011-0770","SDWA-04-2011-0770"
"2200039634","04-2011-2012","CERCLA-04-2011-2012(b)"
"2200040120","04-2010-9208","04-2010-9208"
"1800030873","05-2009-6639","1:10-CV-0935-LJM-TAB"
"2200038837","05-2011-7038","CAA-05-2011-0010"
"2200038877","02-2011-7916","II-UST-FC-693L"
"2200033207","02-2011-1207","CAA-02-2011-1207"
"2200033210","05-2011-2000","RUST-05-2011-0001"
"2200033340","02-2011-3306","CWA-02-2011-3306"
"3000015845","04-2012-4509","CWA-04-2012-4509(b)"
"3000012003","04-2011-9105","EPCRA-04-2011-9105"
"2600070188","01-2012-5001","RCRA-01-2012-0028"
"3000015960","02-2012-8055","SDWA-02-2012-8055"
"3000015961","02-2012-8062","SDWA-02-2012-8062"
"3000020317","06-2012-3556","CAA-06-2012-3556"
"3000031298","07-2012-0170","FIFRA-07-2012-0022"
"3000029239","07-2012-0157","FIFRA-07-2012-0015"
"3000029325","08-2012-0063","FIFRA-08-2012-0005"
"3000029342","01-2012-2516","CWA-01-2012-0048"
"3000029353","08-2012-0064","FIFRA-08-2012-0006"
"3000030676","02-2012-0817","EPCRA-02-2012-0817"
"3000020058","05-2012-1015","V-W-12-C-995"
"3000028522","03-2012-0144","RCRA-03-2012-0144"
"3000029986","07-2012-0159","FIFRA-07-2012-0010"
"3000030283","07-2012-0161","CWA-07-2012-0032"
"3000035913","02-2012-8402","SDWA-02-2012-8402"
"3000035997","02-2012-2020","CERCLA-02-2012-2020"
"3000036926","09-2012-3507","CAA (112r)-09-2012-0008"
"3000036938","02-2012-0825","EPCRA-02-2012-0825"
"3000036965","09-2012-3510","CERCLA-09-2012-0001"
"3000036965","09-2012-3510","EPCRA-09-2012-0001"
"3000037132","03-2012-0146","EPCRA-03-2012-0146"
"3000037127","04-2011-2553","TSCA-04-2011-2553(b)"
"3000037409","03-2012-0179","CERC-03-2012-0179"
"3000038075","03-2012-6043","RCRA-03-2012-6043"
"3000038250","01-2012-3025","EPCRA 01-2012-0099"
"3000001357","03-2012-0094","CWA-03-2012-0094"
"3000001409","08-2012-0040","GENERIC SETTLEMENT"
"3000024122","03-2012-0163","RCRA-03-2012-0163"
"3000041107","02-2012-7957","II-UST-FC-864EC"
"3000015597","02-2012-7945","II-UST-FC-2001"
"3000041333","04-2012-8008","CAA-04-2012-8008(b)"
"3000001663","04-2011-2904","TSCA-04-2011-2904"
"3000001665","03-2012-0092","CWA-03-2012-0092"
"3000001684","03-2012-0095","CWA-03-2012-0095"
"3000000694","02-2012-3016","CWA-02-2012-3016"
"3000000707","02-2012-3026","CWA-02-2012-3026"
"3000000764","05-2012-7117","CAA-05-2012-0012"
"3000000764","05-2012-7117","EPCRA-05-2012-0010"
"3000000764","05-2012-7117","MM-05-2012-0001"
"3000001029","07-2012-0078","CWA-07-2011-0117"
"3000009378","10-2012-0119","10-2012-0119"
"3000007445","02-2012-8008","SDWA-02-2012-8008"
"3000007571","03-2012-6024","EPCRA-03-2012-6024"
"3000007579","04-2012-2640","TSCA-04-2012-2640(b)"
"3000009738","04-2011-9102","04-2011-9102"
"3000006025","03-2012-6023","RCRA-03-2012-6023"
"3000083117","04-2013-3752","CERCLA-04-2013-3752"
"3000083153","09-2013-5509","Citation: AZ-12-08-08B"
"3000072198","06-2012-2920","EPCRA-06-2012-2920"
"3000072210","06-2012-2923","EPCRA-06-2012-2923"
"3000072216","06-2012-2924","EPCRA-06-2012-2924"
"3000077868","06-2013-1706","CWA-06-2013-1706"
"3000066257","06-2012-3593","CAA-06-2012-3593"
"3000066276","08-2012-0156","SDWA-08-2012-0062"
"3000066307","02-2012-3504","FIFRA-02-2012-3504"
"3000066535","07-2012-0243","TSCA-07-2012-0026"
"3000060726","04-2012-5768","CWA-04-2012-5768"
"3000060729","07-2012-0218","TSCA-07-2012-0025"
"3000060961","02-2012-3118","CWA-02-2012-3118"
"3000060974","03-2012-0230","CWA-03-2012-0230DW"
"3000068722","03-2012-0077","CWA-03-2012-0077DN"
"3000071352","02-2012-0833","EPCRA-02-2012-0833"
"3000071400","02-2012-1004","CAA-02-2012-1004"
"3000068249","03-2012-0257","CAA-03-2012-0257"
"1000006762","03-2008-0246","SDWA-03-2008-0246DS"
"1000006766","04-2008-1777","CAA-04-2008-1777"
"1000006786","04-2008-1782","CAA-04-2008-1782"
"1000005987","03-2008-0185","TSCA-03-2008-0185"
"1000005990","04-2008-1814","CAA-04-2008-1814"
"1000007405","08-2008-0142","SDWA-08-2008-0069"
"1000006490","04-2008-5008","CWA-04-2008-5008"
"600090302","06-2008-4330","CWA-06-4330"
"600087430","04-2008-4506","CWA-04-2008-4506(b)"
"600088033","04-2008-3759","CERCLA-04-2008-3759"
"600088498","03-2008-6016","EPCRA-03-2008-6016"
"600088505","04-2008-9127","04-2008-9127"
"600088587","04-2007-9127","04-2007-9127"
"600088611","04-2007-9147","04-2007-9147"
"600088631","09-2008-3518","CAA-09-2008-0003"
"1000012111","02-2008-3033","CWA-02-2008-3033"
"1000012157","02-2008-8500","SDWA-02-2008-8500"
"1000012277","02-2008-7987","II-UST-FC-257EC"
"1000012553","04-2008-1008","SDWA-04-2008-1008(b)"
"1000004699","02-2008-7971","II-UST-FC-357EC"
"1000004701","02-2008-3147","CWA-02-2008-3147"
"1000005001","03-2008-0191","SDWA-03-2008-0191DS"
"1000005014","03-2008-0193","SDWA-03-2008-0193"
"1000005162","03-2008-0205","SDWA-03-2008-0205DS"
"1000005244","04-2008-2500","TSCA04-2008-2500(b)"
"600054117","02-2007-3062","CWA-02-2007-3062"
"600051901","04-2007-4780","CWA-04-2007-4780"
"600051937","05-2007-0085","FIFRA-05-2007-0035"
"600035332","04-2006-9172","EPCRA-04-2006-9172"
"600035333","04-2006-9164","EPCRA-04-2006-9164"
"600047492","06-2007-4362","06-2007-4362"
"600047606","02-2005-0940","CAA-02-2005-0940"
"600047611","07-2007-0151","TSCA-07-2007-0025"
"600047707","03-2007-0207","CAA-03-2007-0207DA"
"600045851","04-2007-0775","SDWA-04-2007-0775"
"600045866","04-2007-0777","SDWA-04-2007-0777"
"600045939","04-2007-2035","EPCRA-04-2007-2035(b)"
"600045972","05-2007-0080","FIFRA-05-2007-0031"
"600035491","04-2007-2021","EPCRA-04-2007-2021(b)"
"600036614","02-2007-7107","RCRA-02-2007-7107"
"600083688","08-2008-0052","CWA-08-2008-0008"
"600083704","04-2007-9153","04-2007-9153"
"600083791","09-2008-1500","CWA 309(a)-08-024"
"600083804","04-2007-9145","04-2007-9145"
"600086582","02-2008-7943","II-UST-FC-253EC"
"600086588","04-2008-0767","SDWA-04-2008-0767"
"600086594","02-2008-7944","II-UST-FC-258EC"
"600086655","04-2008-5765","CWA-04-2008-5765"
"600086688","04-2008-1519","CAA-04-2008-1519(b)"
"600080297","08-2008-0039","CAA-08-2008-0005"
"1000004072","02-2008-3319","CWA-02-2008-3319"
"1000004378","01-2008-7016","TSCA-01-2008-0066"
"1000012605","06-2008-2033","CWA-06-2008-2033"
"600066642","02-2007-7113","RCRA-02-2007-7113"
"600066646","08-2007-0211","TSCA-08-2007-0016"
"600066674","06-2008-1720","CWA-06-2008-1720"
"600066817","06-2008-1712","CWA-06-2008-1712"
"600062441","04-2007-1022","SDWA-04-2007-1022(b)"
"600062375","08-2007-0168","SDWA-08-2007-0088"
"600084299","02-2008-9168","TSCA-02-2008-9168"
"600085534","08-2008-0061","SDWA-08-2008-0022"
"600085750","08-2008-0064","CAA-08-2008-0009"
"600077911","03-2008-0078","SDWA-03-2008-0078DS"
"600086412","05-2008-0042","TSCA-05-2008-00006"
"600049244","04-2006-9156","EPCRA-04-2006-9156"
"600049365","04-2007-5019","CWA-04-2007-5019"
"600049387","08-2007-0102","CWA-08-2007-0011"
"600049779","08-2007-0085","SDWA-08-2007-0052"
"600049222","04-2007-1797","CAA-04-2007-1797"
"600049846","07-2007-0165","RCRA-07-2007-0009"
"600046263","04-2007-9828","UST FC #000497"
"600046295","06-2007-4350","CWA-06-2007-4350"
"600072617","03-2008-0004","CAA-03-2008-0004"
"600073194","06-2008-3520","CAA-06-2008-3520"
"600073257","07-2008-0004","CWA-07-2007-0073"
"600073265","06-2008-3514","CAA-06-2008-3514"
"600073268","06-2008-3518","CAA-06-2008-3518"
"600073366","04-2008-3001","FIFRA-04-2008-3001(b)"
"600050908","04-2007-5167","CWA-04-2007-5167(b)"
"600049032","03-2007-0169","FIFRA-03-2007-0169SS"
"600062237","04-2007-5182","CWA-04-2007-5182(b)"
"600035555","02-2007-8514","SDWA-02-2007-8514"
"600035562","04-2007-2019","CERCLA-04-2007-2019(b)"
"600035564","03-2007-0063","CAA-03-2007-0063"
"1000012706","04-2008-2538","TSCA-04-2008-2538(b)"
"1000012716","06-2008-2704","06-2008-2704"
"1000012722","04-2008-2535","TSCA-04-2008-2535(b)"
"1000012734","06-2008-2720","06-2008-2720"
"1000012785","06-2008-2723","06-2008-2723"
"1000012870","04-2008-8014","CAA-04-2008-8014(b)"
"1000012882","05-2008-0110","FIFRA-05-2008-0022"
"1000007288","04-2008-4785","CWA-04-2008-4785"
"1000007207","04-2008-1820","CAA-04-2008-1820"
"1000007220","06-2008-3591","CAA-06-2008-3591"
"1000007232","03-2008-0309","SDWA-03-2008-0309DS"
"1000007233","04-2007-9156","04-2007-9156"
"600043766","04-2006-7012","CWA-04-2006-7012"
"600043945","02-2006-0914","CWA-02-2006-0914"
"600036163","06-2007-1831","06-2007-1831"
"600040788","05-2007-9911","RCRA-05-2007-0007"
"600082291","08-2008-0046","SDWA-08-2008-0015"
"600082341","06-2008-4506","CWA-06-2008-4506"
"600082342","06-2008-1819","06-2008-1819"
"600082352","06-2008-4308","CWA-06-2008-4308"
"600082392","04-2008-9800","000555"
"600082919","06-2008-1815","06-2008-1815"
"600073791","08-2007-0192","CAA-08-2007-0008"
"600074390","02-2008-7911","II-UST-FC-184EC"
"600074452","04-2008-3752","CERCLA-04-2008-3752"
"600073554","08-2008-0015","SDWA-08-2008-0007"
"600073557","06-2008-3519","CAA-06-2008-3519"
"600073712","04-2007-5025","CWA-04-2007-5025"
"600075206","03-2008-0002","RCRA-03-2008-0002"
"600075196","02-2008-0803","RCRA-02-2008-0803"
"600074501","02-2008-8012","SDWA-02-2008-8012"
"600074502","02-2008-8013","SDWA-02-2008-8013"
"600074505","02-2008-8016","SDWA-02-2007-8016"
"600074513","02-2008-8007","SDWA-02-2008-8007"
"600077268","08-2008-0029","SDWA-08-2008-0012"
"600077343","07-2008-0058","CAA-07-2008-0004"
"600077430","07-2008-0061","CAA-07-2008-0003"
"600061146","04-2007-5188","CWA-04-2007-5188"
"600061219","08-2007-0154","EPCRA-08-2007-0004"
"600064948","05-2007-0147","TSCA-05-2007-0018"
"600066936","03-2007-0186","CAA-03-2007-0186DA"
"600035573","02-2007-3328","CWA-02-2007-3328"
"600035576","05-2007-0308","CWA-05-2007-0002"
"600035580","03-2007-0093","RCRA-03-2007-0093"
"600034693","02-2007-3322","CWA-02-2007-3322"
"1000010438","02-2008-1202","CAA-02-2008-1202"
"1000010454","02-2008-1210","CAA-02-2008-1210"
"1000010535","02-2008-3805","CWA-02-2008-3805"
"1000010555","08-2008-0163","FIFRA-08-2008-0020"
"1000010571","04-2008-9807","000705"
"1000007684","04-2008-1775","CAA-04-2008-1775"
"600071998","04-2007-4008","RCRA-04-2007-4008(b)"
"1400046211","02-2009-0502","II-UST-FC-515E"
"1400046377","07-2009-0131","CWA-07-2009-0028"
"1400046875","01-2009-2059","09-042"
"1400046927","02-2009-0503","II-UST-FC-530L"
"1400047305","08-2009-0110","CAA-08-2009-0023"
"1400047899","06-2009-4331","CWA-06-2009-4331"
"1400049834","05-2009-2007","RUST-05-2009-0008"
"1400049839","06-2009-1851","06-2009-1851"
"1400018761","08-2009-0026","CAA-08-2009-0002"
"1400018784","02-2009-7921","II-UST-FC-359EC"
"1400018879","06-2009-3513","CAA-06-2009-3513"
"1400018882","06-2009-3511","CAA--06-2009-3511"
"1400021629","06-2009-1773","CWA-06-2009-1773"
"1400022641","01-2009-2024","CWA-01-2009-0022"
"1400022653","01-2009-4003","FIFRA 01-2009-0063"
"600067063","03-2007-0187","03-2007-0187DA"
"600091774","02-2008-8092","SDWA-02-2008-8092"
"600091780","02-2008-8088","SDWA-02-2008-8088"
"600091922","04-2008-4762","CWA-04-2008-4762"
"600090437","02-2008-8037","SDWA-02-2008-8037"
"1000001393","08-2008-0104","SDWA-08-2008-0047"
"1000001423","08-2008-0105","SDWA-08-2008-0048"
"1000002042","07-2008-0154","CWA-07-2008-0059"
"1000002088","07-2008-0156","CWA-07-2008-0045"
"1000000102","07-2008-0132","4:09-cv-00240-DKG"
"600091175","02-2008-3106","CWA-02-2008-3106"
"600071789","08-2007-0161","SDWA-08-2007-0086"
"600075973","02-2008-7916","II-UST-FC-296EC"
"600075974","06-2008-1767","06-2008-1767"
"600077190","08-2008-0026","RCRA-08-2008-0003"
"600073923","03-2008-0040","CWA-03-2008-0040"
"600073968","04-2006-9178","04-2006-9178"
"600073994","04-2006-9177","04-2006-9177"
"600072137","03-2007-0304","CWA-03-2007-0304DN"
"1000009930","08-2008-0161","FIFRA-08-2008-0018"
"1000009932","06-2008-1878","06-2008-1878"
"600079680","02-2008-8027","SDWA-02-2008-8027"
"600078807","07-2008-0067","FIFRA-07-2008-0004"
"600079140","02-2008-8024","SDWA-02-2008-8024"
"1000008449","02-2008-2018","CERCLA-02-2008-2018"
"1000008613","02-2008-3152","CWA-02-2008-3152"
"1000013450","03-2008-0381","CERC/EPCRA-03-2008-0381"
"600065007","05-2007-0148","EPCRA-05-2007-0034"
"600065058","04-2006-9168","04-2006-9168"
"600065143","04-2007-9103","04-2007-9103"
"600063807","01-2007-7503","08cv30058-MAP"
"600063808","06-2007-1974","06-2007-1974"
"600065743","03-2007-0203","CWA-03-2007-0203"
"600065762","04-2006-9176","04-2006-9176"
"600065811","07-2007-0274","FIFRA-07-2007-0017"
"600060717","06-2007-4390","06-2007-4390"
"1400009144","05-2008-3992","EPA-05-08-113(A)-OH-05"
"1400009148","02-2008-4202","EPCRA-02-2008-4202"
"1400009157","06-2008-3615","CAA-06-2008-3615"
"1400009160","03-2008-0393","FIFRA-03-2008-0393"
"1400009167","02-2008-4303","EPCRA-02-2008-4303"
"1400009173","08-2008-0260","SDWA-08-2008-0114"
"1400009202","05-2008-3993","1:10-CV-01206"
"1400024281","02-2009-3006","CWA-02-2009-3006"
"1400024295","02-2009-3013","CWA-02-2009-3013"
"1400024326","02-2009-8027","SDWA-02-2009-8027"
"1400024329","02-2009-8028","SDWA-02-2009-8038"
"1000013171","02-2008-3030","CWA-02-2008-3030"
"1000013239","02-2006-0930","CAA-02-2006-0930"
"1000013247","04-2008-2524","TSCA-04-2008-2524(b)"
"1000015243","05-2008-0119","TSCA-05-2008-0021"
"600089286","04-2008-9801","FC000506"
"600089401","04-2008-9802","FC000505"
"1000008616","04-2008-9103","04-2008-9103"
"1000008722","04-2008-9104","04-2008-9104"
"1000008737","04-2008-3765","CERCLA-04-2008-3765"
"1000008755","03-2008-0278","CAA-03-2008-0278"
"600045944","04-2007-0778","SDWA-04-2007-0778"
"600045952","04-2007-2028","EPCRA-04-2007-2028(b)"
"600045956","04-2007-0773","SDWA-04-2007-0773"
"600083240","06-2008-4505","CWA-06-2008-4505"
"600059997","04-2007-4004","RCRA-04-2007-4004(b)"
"600068946","06-2008-3511","CAA-06-2008-3511"
"600075868","02-2008-0804","RCRA-02-2008-0804"
"600075874","03-2007-0322","RCRA-03-2007-0322FC"
"1000015598","04-2008-9813","FC#000704"
"1000015612","04-2008-3022","FIFRA-04-2008-3022(b)"
"1000015618","04-2008-3025","FIFRA-04-2008-3025(b)"
"1000015629","06-2008-0514","06-2008-0514"
"1400009250","03-2008-0424","RCRA-03-2008-0424"
"1400012079","05-2008-0936","V-W-'08-C-909"
"1400012232","09-2008-3535","EPCRA-09-2008-0007"
"1400012257","09-2009-3533","CAA-09-2008-0036"
"1400012271","09-2009-3534","EPCRA-09-2008-0016"
"1400012278","03-2008-7025","1:08-MC-00092"
"1400012349","03-2008-0382","CWA-03-2008-0382DW"
"1400017112","02-2008-0907","CAA-02-2008-0907"
"1400017113","02-2008-0912","CAA-02-2008-0912"
"600089476","02-2008-9203","TSCA-02-2008-9203"
"600089699","04-2008-3754","CERCLA-04-2008-3754"
"600090879","02-2008-7949","II-UST-FC-302EC"
"600090893","06-2008-3564","CAA06-2008-3564"
"600087625","06-2008-2903","CERCLA-06-2008-2903"
"600088406","05-2008-0910","09-cv-0135"
"600088427","09-2008-3514","CAA-09-2008-0017"
"600088440","09-2008-3515","CAA-09-2008-0020"
"600070633","01-2008-1010","CAA 01-2008-0008"
"600070633","01-2008-1010","CERCLA 01-2008-0009"
"1000012601","04-2008-3024","FIFRA-04-2008-3024(b)"
"1000012613","04-2008-5013","CWA-04-2008-5013"
"1000001552","02-2008-3457","CWA-02-2008-3457"
"1000001821","05-2008-0305","V-W-08-AO-05"
"1000006317","02-2008-7976","II-UST-FC-359EC"
"600043204","07-2007-0130","CERCLA-07-2007-0014"
"600036176","02-2007-7109","RCRA-02-2007-7109"
"600084826","02-2008-7936","II-UST-FC-185EC"
"1000013463","07-2008-0210","CWA-07-2008-0069"
"1000013485","03-2008-0368","SDWA-03-2008-0368"
"1000013660","03-2008-0337","CWA-03-2008-0337"
"1000013666","05-2008-3791","CAA-05-2008-0027"
"1000013666","05-2008-3791","RMP-08-ESA-001"
"1400017114","02-2008-0911","CAA-02-2008-0911"
"1400017116","02-2008-0909","CAA-02-2008-0909"
"1400017117","02-2008-0857","RCRA-02-2008-0857"
"1400017122","07-2009-0018","CWA-07-2008-0083"
"1400017128","02-2008-0914","CAA-02-2008-0914"
"1400017195","07-2009-0020","TSCA-07-2008-0045"
"1400017226","02-2009-3105","CWA-02-2009-3105"
"1400017228","02-2009-3106","CWA-02-2008-3106"
"1400017234","02-2009-8044","SDWA-02-2009-8044"
"1400017235","02-2009-8402","SDWA-02-2009-8402"
"1400017271","07-2009-0019","TSCA-07-2008-0034"
"1400017307","05-2009-3803","EPCRA-05-2009-0006"
"1400017412","06-2008-4807","CWA-06-2008-4807"
"1400021209","04-2008-9203","FIFRA-04-2008-9203(b)"
"1400021231","04-2009-8002","CAA-04-2009-8002(b)"
"600068204","02-2007-2019","CERCLA-02-2007-2019"
"600077872","04-2008-1755","CAA-04-2008-1755"
"600077876","04-2008-1756","CAA-04-2008-1756"
"1000011318","02-2008-3021","CWA-02-2008-3021"
"1000011336","05-2008-0104","FIFFRA-05-2008-0020"
"1000012624","04-2008-2539","TSCA-04-2008-2539(b)"
"1000012629","02-2008-3032","CWA-02-2008-3032"
"1000012630","02-2008-3031","CWA-02-2008-3031"
"600086121","04-2007-9105","TSCA-04-2007-9105"
"1000006943","03-2008-0277","SDWA-03-2008-0277DS"
"1000006933","06-2008-3576","CAA-06-2008-3576"
"1000006948","06-2008-3580","CAA-06-2008-3580"
"1000006995","02-2008-0841","02-2008-0841"
"1000007016","03-2008-0302","SDWA-03-2008-0302DS"
"1000007137","04-2008-1791","CAA-04-2008-1791"
"1000007179","03-2008-0305","SDWA-03-2008-0305DS"
"1000007189","03-2008-0306","SDWA-03-2008-0306DS"
"1000007203","03-2008-0307","SDWA-03-2008-0307DS"
"1000008799","03-2008-0219","SDWA-03-2008-0219DS"
"1000009496","03-2008-0231","SDWA-03-2008-0231DS"
"600084343","02-2008-3123","CWA-02-2008-3123"
"600084558","06-2008-4309","CWA-06-2008-4309"
"600084560","06-2008-4332","CWA-06-2008-4332"
"600084602","06-2008-4336","CWA-06-2008-4336"
"600084622","06-2008-4339","CWA-06-2008-4339"
"600084628","06-2008-4340","CWA-06-2008-4340"
"1400021236","04-2009-4765","CWA-04-2009-4765"
"1400021238","05-2009-0004","FIFRA-05-2009-0001"
"1400021360","02-2009-0808","RCRA-02-2009-0808"
"1400021361","02-2008-0904","CAA-02-2008-0904"
"1400021362","04-2008-4019","RCRA-04-2008-4019(b)"
"1400021363","02-2008-0905","CAA-02-2008-0905"
"1400021364","02-2008-0908","CAA-02-2008-0908"
"1400021366","04-2009-5008","CWA-04-2009-5008"
"1400015939","05-2009-2000","RUST-05-2009-0001"
"1400017240","02-2009-7914","II-UST-FC-403EC"
"1400017463","04-2008-4017","RCRA-04-2008-4017(b)"
"600067033","03-2007-0188","CAA-03-2007-0188DA"
"600060131","04-2007-4530","CWA-04-2007-4530(b)"
"600091764","02-2008-8095","SDWA-02-2008-8095"
"600080795","06-2008-4502","CWA-06-2008-4502"
"600083756","07-2008-0090","FIFRA-07-2008-0012"
"600083900","09-2008-3505","CAA-09-2008-0009"
"600083925","08-2008-0054","CERCLA-08-2008-0003"
"600083939","03-2008-0099","TSCA-03-2008-0099"
"600083975","06-2008-3560","06-2008-3560"
"600084517","02-2008-0802","RCRA-02-2008-0802"
"600084536","02-2008-9117","TSCA-02-2008-9117"
"1000009356","04-2008-5768","CWA-04-2008-5768"
"1000011148","04-2008-8017","CAA-04-2008-8017(b)"
"1000001541","02-2008-7956","II-UST-FC-172EC"
"1000001542","02-2008-7957","II-UST-FC-241EC"
"600091787","02-2008-8081","SDWA-02-2008-8081"
"600091788","02-2008-8079","SDWA-02-2008-8079"
"600084677","02-2008-7932","II-UST-FC-195EC"
"600084680","01-2008-2506","1:08CV605"
"600084772","05-2008-0303","V-W-08-AO-04"
"600040026","02-2007-0006","06-21886(MS)"
"1000003996","08-2008-0130","SDWA-08-2008-0061"
"1000001926","01-2008-1513","CAA/ASB-ICO-2008-015"
"1000001941","07-2008-0151","CAA-07-2008-0013"
"1000001941","07-2008-0151","CERCLA-07-2008-0009"
"1000001941","07-2008-0151","EPCRA-07-2008-0003"
"1000002794","08-2008-0116","SDWA-08-2008-0055"
"1000002877","04-2008-4511","CWA-04-2008-4511(b)"
"1000002879","05-2008-2011","RUST-05-2008-0010"
"1400018243","02-2009-9266","TSCA-02-2009-9266"
"1400018286","01-2009-3109","EPCRA 01-2009-0089"
"1400018313","08-2009-0013","SDWA-08-2009-0011"
"1400021955","03-2009-0053","CWA-03-2009-0053"
"1400004602","04-2008-5774","CWA-04-2008-5774"
"600088133","03-2008-0052","TSCA-03-2008-0052"
"600088136","02-2008-8403","SDWA-02-2008-8403"
"600079393","06-2008-3547","CAA-06-2008-3547"
"600079396","05-2008-0021","fifra-05-2008-0006"
"1800015786","05-2009-3836","CAA-05-2009-0029"
"1800015786","05-2009-3836","RMP-09-ESA-008"
"1800015834","04-2009-3877","CERCLA-04-2009-3877"
"1800015835","04-2009-3847","CERCLA-04-2009-3847"
"1800015836","04-2009-3878","CERCLA-04-2009-3878"
"1800015839","04-2009-3907","CERCLA-04-2009-3907"
"1800015840","04-2009-3852","CERCLA-04-2009-3852"
"1800015841","04-2009-3908","CERCLA-04-2009-3908"
"1800015844","04-2009-3854","CERCLA-04-2009-3854"
"1800015846","04-2009-3855","CERCLA-04-2009-3855"
"8155","02-2001-0004","1:03-cv-6374-CBA-SMG"
"1800059072","07-2010-0030","EPCRA-07-2009-0004"
"1800060551","06-2010-3515","CAA-06-2010-3515"
"1800060794","06-2010-3513","CAA-06-2010-3513"
"1800066557","06-2010-3537","CAA-06-2010-3537"
"1800066558","05-2010-0015","TSCA-05-2010-0005"
"1800066580","04-2010-9804","FC #000936"
"1800017988","01-2009-2074","09-044"
"1800057777","02-2010-3003","CWA-02-2009-3003"
"1800053231","04-2009-4813","CWA-04-2009-4813"
"1800059249","06-2010-3514","CAA-06-2010-3514"
"1800059350","06-2010-3509","CAA-06-2010-3509"
"1800059871","08-2010-0012","CAA-08-2010-0002"
"1800060089","03-2009-0281","RCRA-03-2009-0281FC"
"1800060609","06-2010-3512","CAA-06-2010-3512"
"1800060613","04-2010-2005","EPCRA-04-2010-2005(b)"
"1800066911","03-2010-0024","FIFRA-03-2010-0024"
"1800067436","04-2010-4753","CWA-04-2010-4753"
"1800066331","04-2010-2701","TSCA-04-2010-2701(b)"
"1800015570","02-2009-8310","SDWA-02-2009-8310"
"1800015574","02-2009-8311","SDWA-02-2009-8311"
"1800015577","02-2009-8313","SDWA-02-2009-8313"
"1800015591","02-2009-8314","SDWA-02-2009-8314"
"1800015628","02-2009-0530","II-UST-FC-531EC"
"1800015636","08-2009-0015","SDWA-08-2009-0012"
"1800015645","08-2009-0020","SDWA-08-2009-0017"
"1800039965","04-2009-5025","CWA-04-2009-5025"
"1800042169","02-2008-2030","CERCLA-02-2008-2030"
"1800047289","07-2010-0015","CAA-07-2010-0002"
"1800047691","04-2010-0759","SDWA-04-2010-0759"
"1800008946","04-2009-9822","FC #000903"
"1800035928","02-2009-3809","CWA-02-2009-3809"
"1800067633","06-2010-4307","CWA-06-2010-4307"
"1800067746","06-2010-3543","CAA-06-2010-3543"
"1800067748","06-2010-3541","CAA-06-2010-3541"
"1800067750","06-2010-3532","CAA-06-2010-3532"
"1800035902","02-2009-3810","CWA-02-2009-3810"
"1800036057","06-2009-4810","CWA-06-2009-4810"
"1800067549","02-2010-7102","RCRA-02-2010-7102"
"1800065118","03-2010-0023","RCRA-03-2010-0023"
"1800066953","04-2009-9187","04-2009-9187"
"1800066961","08-2010-0015","CERCLA-08-2010-0001"
"1800066966","08-2010-0016","SDWA-08-2010-0006"
